statistics_code,statistics_name,value,date,classification,county_code,county_name,country_code,country_name
usvit,Úsvit,3484,2013,election,benesov,Blansko,cz,Czechia
dsss,DSSS,333,2013,election,benesov,Blansko,cz,Czechia
ano,ANO,8805,2013,election,benesov,Blansko,cz,Czechia
lev,LEV,17,2013,election,benesov,Blansko,cz,Czechia
zeleni,Zelení,1395,2013,election,benesov,Blansko,cz,Czechia
non-voters,Non voters,50579,2013,election,benesov,Břeclav,cz,Czechia
cssd,ČSSD,12172,2013,election,benesov,Břeclav,cz,Czechia
svobodni,Svobodní,1330,2013,election,benesov,Břeclav,cz,Czechia
pirati,Piráti,1114,2013,election,benesov,Břeclav,cz,Czechia
top-09,TOP 09,4225,2013,election,benesov,Břeclav,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,136,2013,election,benesov,Břeclav,cz,Czechia
ods,ODS,3292,2013,election,benesov,Břeclav,cz,Czechia
rds,RDS,0,2013,election,benesov,Břeclav,cz,Czechia
kan,KAN,0,2013,election,benesov,Břeclav,cz,Czechia
zmena,Změna,168,2013,election,benesov,Břeclav,cz,Czechia
soukromnici,Soukromníci,203,2013,election,benesov,Břeclav,cz,Czechia
kdu-csl,KDU-ČSL,5147,2013,election,benesov,Břeclav,cz,Czechia
pb,PB,0,2013,election,benesov,Břeclav,cz,Czechia
suverenita,Suverenita,68,2013,election,benesov,Břeclav,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Břeclav,cz,Czechia
spoz,SPOZ,763,2013,election,benesov,Břeclav,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Břeclav,cz,Czechia
usvit,Úsvit,4061,2013,election,benesov,Břeclav,cz,Czechia
dsss,DSSS,300,2013,election,benesov,Břeclav,cz,Czechia
ano,ANO,10119,2013,election,benesov,Břeclav,cz,Czechia
lev,LEV,28,2013,election,benesov,Břeclav,cz,Czechia
zeleni,Zelení,1179,2013,election,benesov,Břeclav,cz,Czechia
non-voters,Non voters,144395,2013,election,benesov,Brno-město,cz,Czechia
cssd,ČSSD,38751,2013,election,benesov,Brno-město,cz,Czechia
svobodni,Svobodní,6440,2013,election,benesov,Brno-město,cz,Czechia
pirati,Piráti,5293,2013,election,benesov,Brno-město,cz,Czechia
top-09,TOP 09,25728,2013,election,benesov,Brno-město,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,477,2013,election,benesov,Brno-město,cz,Czechia
ods,ODS,17709,2013,election,benesov,Brno-město,cz,Czechia
rds,RDS,0,2013,election,benesov,Brno-město,cz,Czechia
kan,KAN,0,2013,election,benesov,Brno-město,cz,Czechia
zmena,Změna,640,2013,election,benesov,Brno-město,cz,Czechia
soukromnici,Soukromníci,252,2013,election,benesov,Brno-město,cz,Czechia
kdu-csl,KDU-ČSL,16186,2013,election,benesov,Brno-město,cz,Czechia
pb,PB,0,2013,election,benesov,Brno-město,cz,Czechia
suverenita,Suverenita,199,2013,election,benesov,Brno-město,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Brno-město,cz,Czechia
spoz,SPOZ,2465,2013,election,benesov,Brno-město,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Brno-město,cz,Czechia
usvit,Úsvit,9861,2013,election,benesov,Brno-město,cz,Czechia
dsss,DSSS,981,2013,election,benesov,Brno-město,cz,Czechia
ano,ANO,32173,2013,election,benesov,Brno-město,cz,Czechia
lev,LEV,78,2013,election,benesov,Brno-město,cz,Czechia
zeleni,Zelení,9880,2013,election,benesov,Brno-město,cz,Czechia
non-voters,Non voters,75531,2013,election,benesov,Brno-venkov,cz,Czechia
cssd,ČSSD,23175,2013,election,benesov,Brno-venkov,cz,Czechia
svobodni,Svobodní,2739,2013,election,benesov,Brno-venkov,cz,Czechia
pirati,Piráti,2544,2013,election,benesov,Brno-venkov,cz,Czechia
top-09,TOP 09,11519,2013,election,benesov,Brno-venkov,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,293,2013,election,benesov,Brno-venkov,cz,Czechia
ods,ODS,7103,2013,election,benesov,Brno-venkov,cz,Czechia
rds,RDS,0,2013,election,benesov,Brno-venkov,cz,Czechia
kan,KAN,0,2013,election,benesov,Brno-venkov,cz,Czechia
zmena,Změna,307,2013,election,benesov,Brno-venkov,cz,Czechia
soukromnici,Soukromníci,238,2013,election,benesov,Brno-venkov,cz,Czechia
kdu-csl,KDU-ČSL,11105,2013,election,benesov,Brno-venkov,cz,Czechia
pb,PB,0,2013,election,benesov,Brno-venkov,cz,Czechia
suverenita,Suverenita,200,2013,election,benesov,Brno-venkov,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Brno-venkov,cz,Czechia
spoz,SPOZ,1573,2013,election,benesov,Brno-venkov,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Brno-venkov,cz,Czechia
usvit,Úsvit,6974,2013,election,benesov,Brno-venkov,cz,Czechia
dsss,DSSS,752,2013,election,benesov,Brno-venkov,cz,Czechia
ano,ANO,19213,2013,election,benesov,Brno-venkov,cz,Czechia
lev,LEV,50,2013,election,benesov,Brno-venkov,cz,Czechia
zeleni,Zelení,3082,2013,election,benesov,Brno-venkov,cz,Czechia
non-voters,Non voters,46927,2013,election,benesov,Bruntál,cz,Czechia
cssd,ČSSD,10878,2013,election,benesov,Bruntál,cz,Czechia
svobodni,Svobodní,580,2013,election,benesov,Bruntál,cz,Czechia
pirati,Piráti,884,2013,election,benesov,Bruntál,cz,Czechia
top-09,TOP 09,2157,2013,election,benesov,Bruntál,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,163,2013,election,benesov,Bruntál,cz,Czechia
ods,ODS,1983,2013,election,benesov,Bruntál,cz,Czechia
rds,RDS,0,2013,election,benesov,Bruntál,cz,Czechia
kan,KAN,0,2013,election,benesov,Bruntál,cz,Czechia
zmena,Změna,200,2013,election,benesov,Bruntál,cz,Czechia
soukromnici,Soukromníci,147,2013,election,benesov,Bruntál,cz,Czechia
kdu-csl,KDU-ČSL,1571,2013,election,benesov,Bruntál,cz,Czechia
pb,PB,0,2013,election,benesov,Bruntál,cz,Czechia
suverenita,Suverenita,120,2013,election,benesov,Bruntál,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Bruntál,cz,Czechia
spoz,SPOZ,581,2013,election,benesov,Bruntál,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Bruntál,cz,Czechia
usvit,Úsvit,4142,2013,election,benesov,Bruntál,cz,Czechia
dsss,DSSS,514,2013,election,benesov,Bruntál,cz,Czechia
ano,ANO,7668,2013,election,benesov,Bruntál,cz,Czechia
lev,LEV,37,2013,election,benesov,Bruntál,cz,Czechia
zeleni,Zelení,746,2013,election,benesov,Bruntál,cz,Czechia
non-voters,Non voters,48883,2013,election,benesov,Česká Lípa,cz,Czechia
cssd,ČSSD,8302,2013,election,benesov,Česká Lípa,cz,Czechia
svobodni,Svobodní,899,2013,election,benesov,Česká Lípa,cz,Czechia
pirati,Piráti,1441,2013,election,benesov,Česká Lípa,cz,Czechia
top-09,TOP 09,4338,2013,election,benesov,Česká Lípa,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,216,2013,election,benesov,Česká Lípa,cz,Czechia
ods,ODS,2434,2013,election,benesov,Česká Lípa,cz,Czechia
rds,RDS,77,2013,election,benesov,Česká Lípa,cz,Czechia
kan,KAN,0,2013,election,benesov,Česká Lípa,cz,Czechia
zmena,Změna,540,2013,election,benesov,Česká Lípa,cz,Czechia
soukromnici,Soukromníci,144,2013,election,benesov,Česká Lípa,cz,Czechia
kdu-csl,KDU-ČSL,908,2013,election,benesov,Česká Lípa,cz,Czechia
pb,PB,0,2013,election,benesov,Česká Lípa,cz,Czechia
suverenita,Suverenita,172,2013,election,benesov,Česká Lípa,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Česká Lípa,cz,Czechia
spoz,SPOZ,527,2013,election,benesov,Česká Lípa,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Česká Lípa,cz,Czechia
usvit,Úsvit,3626,2013,election,benesov,Česká Lípa,cz,Czechia
dsss,DSSS,573,2013,election,benesov,Česká Lípa,cz,Czechia
ano,ANO,9052,2013,election,benesov,Česká Lípa,cz,Czechia
lev,LEV,34,2013,election,benesov,Česká Lípa,cz,Czechia
zeleni,Zelení,1206,2013,election,benesov,Česká Lípa,cz,Czechia
non-voters,Non voters,72111,2013,election,benesov,České Budějovice,cz,Czechia
cssd,ČSSD,17352,2013,election,benesov,České Budějovice,cz,Czechia
svobodni,Svobodní,2770,2013,election,benesov,České Budějovice,cz,Czechia
pirati,Piráti,2021,2013,election,benesov,České Budějovice,cz,Czechia
top-09,TOP 09,13882,2013,election,benesov,České Budějovice,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,475,2013,election,benesov,České Budějovice,cz,Czechia
ods,ODS,7968,2013,election,benesov,České Budějovice,cz,Czechia
rds,RDS,0,2013,election,benesov,České Budějovice,cz,Czechia
kan,KAN,0,2013,election,benesov,České Budějovice,cz,Czechia
zmena,Změna,777,2013,election,benesov,České Budějovice,cz,Czechia
soukromnici,Soukromníci,367,2013,election,benesov,České Budějovice,cz,Czechia
kdu-csl,KDU-ČSL,6537,2013,election,benesov,České Budějovice,cz,Czechia
pb,PB,0,2013,election,benesov,České Budějovice,cz,Czechia
suverenita,Suverenita,232,2013,election,benesov,České Budějovice,cz,Czechia
aneo,ANEO,0,2013,election,benesov,České Budějovice,cz,Czechia
spoz,SPOZ,867,2013,election,benesov,České Budějovice,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,České Budějovice,cz,Czechia
usvit,Úsvit,6807,2013,election,benesov,České Budějovice,cz,Czechia
dsss,DSSS,800,2013,election,benesov,České Budějovice,cz,Czechia
ano,ANO,16913,2013,election,benesov,České Budějovice,cz,Czechia
lev,LEV,53,2013,election,benesov,České Budějovice,cz,Czechia
zeleni,Zelení,2619,2013,election,benesov,České Budějovice,cz,Czechia
non-voters,Non voters,26143,2013,election,benesov,Český Krumlov,cz,Czechia
cssd,ČSSD,5346,2013,election,benesov,Český Krumlov,cz,Czechia
svobodni,Svobodní,479,2013,election,benesov,Český Krumlov,cz,Czechia
pirati,Piráti,612,2013,election,benesov,Český Krumlov,cz,Czechia
top-09,TOP 09,3280,2013,election,benesov,Český Krumlov,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,220,2013,election,benesov,Český Krumlov,cz,Czechia
ods,ODS,2010,2013,election,benesov,Český Krumlov,cz,Czechia
rds,RDS,0,2013,election,benesov,Český Krumlov,cz,Czechia
kan,KAN,0,2013,election,benesov,Český Krumlov,cz,Czechia
zmena,Změna,219,2013,election,benesov,Český Krumlov,cz,Czechia
soukromnici,Soukromníci,82,2013,election,benesov,Český Krumlov,cz,Czechia
kdu-csl,KDU-ČSL,1792,2013,election,benesov,Český Krumlov,cz,Czechia
pb,PB,0,2013,election,benesov,Český Krumlov,cz,Czechia
suverenita,Suverenita,68,2013,election,benesov,Český Krumlov,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Český Krumlov,cz,Czechia
spoz,SPOZ,297,2013,election,benesov,Český Krumlov,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Český Krumlov,cz,Czechia
usvit,Úsvit,1979,2013,election,benesov,Český Krumlov,cz,Czechia
dsss,DSSS,357,2013,election,benesov,Český Krumlov,cz,Czechia
ano,ANO,4898,2013,election,benesov,Český Krumlov,cz,Czechia
lev,LEV,21,2013,election,benesov,Český Krumlov,cz,Czechia
zeleni,Zelení,639,2013,election,benesov,Český Krumlov,cz,Czechia
non-voters,Non voters,42505,2013,election,benesov,Cheb,cz,Czechia
cssd,ČSSD,7615,2013,election,benesov,Cheb,cz,Czechia
svobodni,Svobodní,737,2013,election,benesov,Cheb,cz,Czechia
pirati,Piráti,1416,2013,election,benesov,Cheb,cz,Czechia
top-09,TOP 09,3217,2013,election,benesov,Cheb,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,157,2013,election,benesov,Cheb,cz,Czechia
ods,ODS,2270,2013,election,benesov,Cheb,cz,Czechia
rds,RDS,0,2013,election,benesov,Cheb,cz,Czechia
kan,KAN,0,2013,election,benesov,Cheb,cz,Czechia
zmena,Změna,112,2013,election,benesov,Cheb,cz,Czechia
soukromnici,Soukromníci,83,2013,election,benesov,Cheb,cz,Czechia
kdu-csl,KDU-ČSL,1437,2013,election,benesov,Cheb,cz,Czechia
pb,PB,0,2013,election,benesov,Cheb,cz,Czechia
suverenita,Suverenita,118,2013,election,benesov,Cheb,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Cheb,cz,Czechia
spoz,SPOZ,542,2013,election,benesov,Cheb,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Cheb,cz,Czechia
usvit,Úsvit,2910,2013,election,benesov,Cheb,cz,Czechia
dsss,DSSS,409,2013,election,benesov,Cheb,cz,Czechia
ano,ANO,7652,2013,election,benesov,Cheb,cz,Czechia
lev,LEV,69,2013,election,benesov,Cheb,cz,Czechia
zeleni,Zelení,922,2013,election,benesov,Cheb,cz,Czechia
non-voters,Non voters,61631,2013,election,benesov,Chomutov,cz,Czechia
cssd,ČSSD,11278,2013,election,benesov,Chomutov,cz,Czechia
svobodni,Svobodní,941,2013,election,benesov,Chomutov,cz,Czechia
pirati,Piráti,1039,2013,election,benesov,Chomutov,cz,Czechia
top-09,TOP 09,3568,2013,election,benesov,Chomutov,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,311,2013,election,benesov,Chomutov,cz,Czechia
ods,ODS,2494,2013,election,benesov,Chomutov,cz,Czechia
rds,RDS,0,2013,election,benesov,Chomutov,cz,Czechia
kan,KAN,0,2013,election,benesov,Chomutov,cz,Czechia
zmena,Změna,151,2013,election,benesov,Chomutov,cz,Czechia
soukromnici,Soukromníci,220,2013,election,benesov,Chomutov,cz,Czechia
kdu-csl,KDU-ČSL,901,2013,election,benesov,Chomutov,cz,Czechia
pb,PB,0,2013,election,benesov,Chomutov,cz,Czechia
suverenita,Suverenita,190,2013,election,benesov,Chomutov,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Chomutov,cz,Czechia
spoz,SPOZ,788,2013,election,benesov,Chomutov,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Chomutov,cz,Czechia
usvit,Úsvit,4446,2013,election,benesov,Chomutov,cz,Czechia
dsss,DSSS,758,2013,election,benesov,Chomutov,cz,Czechia
ano,ANO,9905,2013,election,benesov,Chomutov,cz,Czechia
lev,LEV,43,2013,election,benesov,Chomutov,cz,Czechia
zeleni,Zelení,1265,2013,election,benesov,Chomutov,cz,Czechia
non-voters,Non voters,40873,2013,election,benesov,Chrudim,cz,Czechia
cssd,ČSSD,10490,2013,election,benesov,Chrudim,cz,Czechia
svobodni,Svobodní,1155,2013,election,benesov,Chrudim,cz,Czechia
pirati,Piráti,1329,2013,election,benesov,Chrudim,cz,Czechia
top-09,TOP 09,4539,2013,election,benesov,Chrudim,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,188,2013,election,benesov,Chrudim,cz,Czechia
ods,ODS,3449,2013,election,benesov,Chrudim,cz,Czechia
rds,RDS,0,2013,election,benesov,Chrudim,cz,Czechia
kan,KAN,70,2013,election,benesov,Chrudim,cz,Czechia
zmena,Změna,215,2013,election,benesov,Chrudim,cz,Czechia
soukromnici,Soukromníci,143,2013,election,benesov,Chrudim,cz,Czechia
kdu-csl,KDU-ČSL,4035,2013,election,benesov,Chrudim,cz,Czechia
pb,PB,0,2013,election,benesov,Chrudim,cz,Czechia
suverenita,Suverenita,204,2013,election,benesov,Chrudim,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Chrudim,cz,Czechia
spoz,SPOZ,1332,2013,election,benesov,Chrudim,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Chrudim,cz,Czechia
usvit,Úsvit,3293,2013,election,benesov,Chrudim,cz,Czechia
dsss,DSSS,511,2013,election,benesov,Chrudim,cz,Czechia
ano,ANO,11792,2013,election,benesov,Chrudim,cz,Czechia
lev,LEV,27,2013,election,benesov,Chrudim,cz,Czechia
zeleni,Zelení,1095,2013,election,benesov,Chrudim,cz,Czechia
non-voters,Non voters,61132,2013,election,benesov,Děčín,cz,Czechia
cssd,ČSSD,11441,2013,election,benesov,Děčín,cz,Czechia
svobodni,Svobodní,1174,2013,election,benesov,Děčín,cz,Czechia
pirati,Piráti,1476,2013,election,benesov,Děčín,cz,Czechia
top-09,TOP 09,4399,2013,election,benesov,Děčín,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,351,2013,election,benesov,Děčín,cz,Czechia
ods,ODS,3276,2013,election,benesov,Děčín,cz,Czechia
rds,RDS,0,2013,election,benesov,Děčín,cz,Czechia
kan,KAN,0,2013,election,benesov,Děčín,cz,Czechia
zmena,Změna,691,2013,election,benesov,Děčín,cz,Czechia
soukromnici,Soukromníci,143,2013,election,benesov,Děčín,cz,Czechia
kdu-csl,KDU-ČSL,1396,2013,election,benesov,Děčín,cz,Czechia
pb,PB,0,2013,election,benesov,Děčín,cz,Czechia
suverenita,Suverenita,255,2013,election,benesov,Děčín,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Děčín,cz,Czechia
spoz,SPOZ,748,2013,election,benesov,Děčín,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Děčín,cz,Czechia
usvit,Úsvit,4404,2013,election,benesov,Děčín,cz,Czechia
dsss,DSSS,1315,2013,election,benesov,Děčín,cz,Czechia
ano,ANO,12002,2013,election,benesov,Děčín,cz,Czechia
lev,LEV,46,2013,election,benesov,Děčín,cz,Czechia
zeleni,Zelení,1218,2013,election,benesov,Děčín,cz,Czechia
non-voters,Non voters,26458,2013,election,benesov,Domažlice,cz,Czechia
cssd,ČSSD,6266,2013,election,benesov,Domažlice,cz,Czechia
svobodni,Svobodní,416,2013,election,benesov,Domažlice,cz,Czechia
pirati,Piráti,740,2013,election,benesov,Domažlice,cz,Czechia
top-09,TOP 09,2280,2013,election,benesov,Domažlice,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,165,2013,election,benesov,Domažlice,cz,Czechia
ods,ODS,3144,2013,election,benesov,Domažlice,cz,Czechia
rds,RDS,0,2013,election,benesov,Domažlice,cz,Czechia
kan,KAN,0,2013,election,benesov,Domažlice,cz,Czechia
zmena,Změna,91,2013,election,benesov,Domažlice,cz,Czechia
soukromnici,Soukromníci,132,2013,election,benesov,Domažlice,cz,Czechia
kdu-csl,KDU-ČSL,1604,2013,election,benesov,Domažlice,cz,Czechia
pb,PB,0,2013,election,benesov,Domažlice,cz,Czechia
suverenita,Suverenita,86,2013,election,benesov,Domažlice,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Domažlice,cz,Czechia
spoz,SPOZ,233,2013,election,benesov,Domažlice,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Domažlice,cz,Czechia
usvit,Úsvit,1647,2013,election,benesov,Domažlice,cz,Czechia
dsss,DSSS,296,2013,election,benesov,Domažlice,cz,Czechia
ano,ANO,4396,2013,election,benesov,Domažlice,cz,Czechia
lev,LEV,48,2013,election,benesov,Domažlice,cz,Czechia
zeleni,Zelení,463,2013,election,benesov,Domažlice,cz,Czechia
non-voters,Non voters,88033,2013,election,benesov,Frýdek-Místek,cz,Czechia
cssd,ČSSD,26238,2013,election,benesov,Frýdek-Místek,cz,Czechia
svobodni,Svobodní,1684,2013,election,benesov,Frýdek-Místek,cz,Czechia
pirati,Piráti,2286,2013,election,benesov,Frýdek-Místek,cz,Czechia
top-09,TOP 09,6084,2013,election,benesov,Frýdek-Místek,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,361,2013,election,benesov,Frýdek-Místek,cz,Czechia
ods,ODS,5420,2013,election,benesov,Frýdek-Místek,cz,Czechia
rds,RDS,0,2013,election,benesov,Frýdek-Místek,cz,Czechia
kan,KAN,0,2013,election,benesov,Frýdek-Místek,cz,Czechia
zmena,Změna,398,2013,election,benesov,Frýdek-Místek,cz,Czechia
soukromnici,Soukromníci,181,2013,election,benesov,Frýdek-Místek,cz,Czechia
kdu-csl,KDU-ČSL,10488,2013,election,benesov,Frýdek-Místek,cz,Czechia
pb,PB,0,2013,election,benesov,Frýdek-Místek,cz,Czechia
suverenita,Suverenita,199,2013,election,benesov,Frýdek-Místek,cz,Czechia
aneo,ANEO,0,2013,election,benesov,Frýdek-Místek,cz,Czechia
spoz,SPOZ,2683,2013,election,benesov,Frýdek-Místek,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Frýdek-Místek,cz,Czechia
usvit,Úsvit,7728,2013,election,benesov,Frýdek-Místek,cz,Czechia
dsss,DSSS,615,2013,election,benesov,Frýdek-Místek,cz,Czechia
ano,ANO,18386,2013,election,benesov,Frýdek-Místek,cz,Czechia
lev,LEV,75,2013,election,benesov,Frýdek-Místek,cz,Czechia
zeleni,Zelení,2296,2013,election,benesov,Frýdek-Místek,cz,Czechia
non-voters,Non voters,37446,2013,election,benesov,Havlíčkův Brod,cz,Czechia
cssd,ČSSD,11202,2013,election,benesov,Havlíčkův Brod,cz,Czechia
svobodni,Svobodní,868,2013,election,benesov,Havlíčkův Brod,cz,Czechia
pirati,Piráti,1118,2013,election,benesov,Havlíčkův Brod,cz,Czechia
top-09,TOP 09,4372,2013,election,benesov,Havlíčkův Brod,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,127,2013,election,benesov,Havlíčkův Brod,cz,Czechia
ods,ODS,3998,2013,election,benesov,Havlíčkův Brod,cz,Czechia
rds,RDS,0,2013,election,benesov,Havlíčkův Brod,cz,Czechia
kan,KAN,0,2013,election,benesov,Havlíčkův Brod,cz,Czechia
zmena,Změna,163,2013,election,benesov,Havlíčkův Brod,cz,Czechia
soukromnici,Soukromníci,163,2013,election,benesov,Havlíčkův Brod,cz,Czechia
kdu-csl,KDU-ČSL,4178,2013,election,benesov,Havlíčkův Brod,cz,Czechia
pb,PB,0,2013,election,benesov,Havlíčkův Brod,cz,Czechia
suverenita,Suverenita,161,2013,election,benesov,Havlíčkův Brod,cz,Czechia
aneo,ANEO,50,2013,election,benesov,Havlíčkův Brod,cz,Czechia
spoz,SPOZ,780,2013,election,benesov,Havlíčkův Brod,cz,Czechia
obcane-2011,Občané 2011,0,2013,election,benesov,Havlíčkův Brod,cz,Czechia
usvit,Úsvit,2853,2013,election,benesov,Havlíčkův Brod,cz,Czechia
dsss,DSSS,277,2013,election,benesov,Havlíčkův Brod,cz,Czechia
ano,ANO,8352,2013,election,benesov,Havlíčkův Brod,cz,Czechia
lev,LEV,22,2013,election,benesov,Havlíčkův Brod,cz,Czechia
zeleni,Zelení,1335,2013,election,benesov,Havlíčkův Brod,cz,Czechia
non-voters,Non voters,65814,2013,election,benesov,Hodonín,cz,Czechia
cssd,ČSSD,17050,2013,election,benesov,Hodonín,cz,Czechia
svobodni,Svobodní,1463,2013,election,benesov,Hodonín,cz,Czechia
pirati,Piráti,1698,2013,election,benesov,Hodonín,cz,Czechia
top-09,TOP 09,4924,2013,election,benesov,Hodonín,cz,Czechia
hlavu-vzhuru,Hlavu vzhůru,176,2013,election,benesov,Hodonín,cz,Czechia
ods,ODS,3998,2013,election,benesov,Hodonín,cz,Czechia
rds,RDS,0,2013,election,benesov,Hodonín,cz,Czechia
kan,KAN,0,2013,election,benesov,Hodonín,cz,Czechia
zmena,Změna,295,2013,election,benesov,Hodonín,cz,Czechia
