statistics_code,statistics_name,value,date,classification,county_code,county_name,country_code,country_name
cssd,ČSSD,14780,2010,election,blansko,Blansko,cz,Czechia
np,NP,0,2010,election,blansko,Blansko,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,blansko,Blansko,cz,Czechia
moravane,Moravané,318,2010,election,blansko,Blansko,cz,Czechia
stop,STOP,19,2010,election,blansko,Blansko,cz,Czechia
spoz,SPOZ,2665,2010,election,blansko,Blansko,cz,Czechia
top-09,TOP 09,6349,2010,election,blansko,Blansko,cz,Czechia
es,ES,0,2010,election,blansko,Blansko,cz,Czechia
kdu-csl,KDU-ČSL,5935,2010,election,blansko,Blansko,cz,Czechia
pb,PB,232,2010,election,blansko,Blansko,cz,Czechia
csns,ČSNS,49,2010,election,blansko,Blansko,cz,Czechia
zeleni,Zelení,1146,2010,election,blansko,Blansko,cz,Czechia
suverenita,Suverenita,1445,2010,election,blansko,Blansko,cz,Czechia
humaniste,Humanisté,0,2010,election,blansko,Blansko,cz,Czechia
pirati,Piráti,411,2010,election,blansko,Blansko,cz,Czechia
dsss,DSSS,447,2010,election,blansko,Blansko,cz,Czechia
svobodni,Svobodní,274,2010,election,blansko,Blansko,cz,Czechia
kh,KH,0,2010,election,blansko,Blansko,cz,Czechia
ods,ODS,8876,2010,election,blansko,Blansko,cz,Czechia
non-voters,Non voters,38976,2010,election,breclav,Břeclav,cz,Czechia
obcane,Občané,123,2010,election,breclav,Břeclav,cz,Czechia
liberalove,Liberálové,0,2010,election,breclav,Břeclav,cz,Czechia
vv,VV,5209,2010,election,breclav,Břeclav,cz,Czechia
kons,KONS,91,2010,election,breclav,Břeclav,cz,Czechia
kscm,KSČM,7476,2010,election,breclav,Břeclav,cz,Czechia
kc,KČ,117,2010,election,breclav,Břeclav,cz,Czechia
csns,ČSNS,0,2010,election,breclav,Břeclav,cz,Czechia
cssd,ČSSD,12650,2010,election,breclav,Břeclav,cz,Czechia
np,NP,0,2010,election,breclav,Břeclav,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,breclav,Břeclav,cz,Czechia
moravane,Moravané,632,2010,election,breclav,Břeclav,cz,Czechia
stop,STOP,23,2010,election,breclav,Břeclav,cz,Czechia
spoz,SPOZ,2035,2010,election,breclav,Břeclav,cz,Czechia
top-09,TOP 09,8176,2010,election,breclav,Břeclav,cz,Czechia
es,ES,0,2010,election,breclav,Břeclav,cz,Czechia
kdu-csl,KDU-ČSL,4506,2010,election,breclav,Břeclav,cz,Czechia
pb,PB,245,2010,election,breclav,Břeclav,cz,Czechia
csns,ČSNS,47,2010,election,breclav,Břeclav,cz,Czechia
zeleni,Zelení,927,2010,election,breclav,Břeclav,cz,Czechia
suverenita,Suverenita,1713,2010,election,breclav,Břeclav,cz,Czechia
humaniste,Humanisté,0,2010,election,breclav,Břeclav,cz,Czechia
pirati,Piráti,336,2010,election,breclav,Břeclav,cz,Czechia
dsss,DSSS,500,2010,election,breclav,Břeclav,cz,Czechia
svobodni,Svobodní,257,2010,election,breclav,Břeclav,cz,Czechia
kh,KH,0,2010,election,breclav,Břeclav,cz,Czechia
ods,ODS,10284,2010,election,breclav,Břeclav,cz,Czechia
non-voters,Non voters,115821,2010,election,brno-mesto,Brno-město,cz,Czechia
obcane,Občané,421,2010,election,brno-mesto,Brno-město,cz,Czechia
liberalove,Liberálové,0,2010,election,brno-mesto,Brno-město,cz,Czechia
vv,VV,18227,2010,election,brno-mesto,Brno-město,cz,Czechia
kons,KONS,129,2010,election,brno-mesto,Brno-město,cz,Czechia
kscm,KSČM,15255,2010,election,brno-mesto,Brno-město,cz,Czechia
kc,KČ,172,2010,election,brno-mesto,Brno-město,cz,Czechia
csns,ČSNS,0,2010,election,brno-mesto,Brno-město,cz,Czechia
cssd,ČSSD,42911,2010,election,brno-mesto,Brno-město,cz,Czechia
np,NP,0,2010,election,brno-mesto,Brno-město,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,brno-mesto,Brno-město,cz,Czechia
moravane,Moravané,1266,2010,election,brno-mesto,Brno-město,cz,Czechia
stop,STOP,58,2010,election,brno-mesto,Brno-město,cz,Czechia
spoz,SPOZ,8655,2010,election,brno-mesto,Brno-město,cz,Czechia
top-09,TOP 09,40124,2010,election,brno-mesto,Brno-město,cz,Czechia
es,ES,0,2010,election,brno-mesto,Brno-město,cz,Czechia
kdu-csl,KDU-ČSL,12837,2010,election,brno-mesto,Brno-město,cz,Czechia
pb,PB,547,2010,election,brno-mesto,Brno-město,cz,Czechia
csns,ČSNS,132,2010,election,brno-mesto,Brno-město,cz,Czechia
zeleni,Zelení,7022,2010,election,brno-mesto,Brno-město,cz,Czechia
suverenita,Suverenita,4716,2010,election,brno-mesto,Brno-město,cz,Czechia
humaniste,Humanisté,0,2010,election,brno-mesto,Brno-město,cz,Czechia
pirati,Piráti,1611,2010,election,brno-mesto,Brno-město,cz,Czechia
dsss,DSSS,1692,2010,election,brno-mesto,Brno-město,cz,Czechia
svobodni,Svobodní,1430,2010,election,brno-mesto,Brno-město,cz,Czechia
kh,KH,0,2010,election,brno-mesto,Brno-město,cz,Czechia
ods,ODS,44300,2010,election,brno-mesto,Brno-město,cz,Czechia
non-voters,Non voters,53510,2010,election,brno-venkov,Brno-venkov,cz,Czechia
obcane,Občané,283,2010,election,brno-venkov,Brno-venkov,cz,Czechia
liberalove,Liberálové,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
vv,VV,10915,2010,election,brno-venkov,Brno-venkov,cz,Czechia
kons,KONS,56,2010,election,brno-venkov,Brno-venkov,cz,Czechia
kscm,KSČM,12306,2010,election,brno-venkov,Brno-venkov,cz,Czechia
kc,KČ,156,2010,election,brno-venkov,Brno-venkov,cz,Czechia
csns,ČSNS,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
cssd,ČSSD,24345,2010,election,brno-venkov,Brno-venkov,cz,Czechia
np,NP,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
moravane,Moravané,840,2010,election,brno-venkov,Brno-venkov,cz,Czechia
stop,STOP,56,2010,election,brno-venkov,Brno-venkov,cz,Czechia
spoz,SPOZ,4627,2010,election,brno-venkov,Brno-venkov,cz,Czechia
top-09,TOP 09,16802,2010,election,brno-venkov,Brno-venkov,cz,Czechia
es,ES,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
kdu-csl,KDU-ČSL,9326,2010,election,brno-venkov,Brno-venkov,cz,Czechia
pb,PB,418,2010,election,brno-venkov,Brno-venkov,cz,Czechia
csns,ČSNS,96,2010,election,brno-venkov,Brno-venkov,cz,Czechia
zeleni,Zelení,2062,2010,election,brno-venkov,Brno-venkov,cz,Czechia
suverenita,Suverenita,2974,2010,election,brno-venkov,Brno-venkov,cz,Czechia
humaniste,Humanisté,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
pirati,Piráti,766,2010,election,brno-venkov,Brno-venkov,cz,Czechia
dsss,DSSS,963,2010,election,brno-venkov,Brno-venkov,cz,Czechia
svobodni,Svobodní,580,2010,election,brno-venkov,Brno-venkov,cz,Czechia
kh,KH,0,2010,election,brno-venkov,Brno-venkov,cz,Czechia
ods,ODS,19466,2010,election,brno-venkov,Brno-venkov,cz,Czechia
non-voters,Non voters,35574,2010,election,bruntal,Bruntál,cz,Czechia
obcane,Občané,211,2010,election,bruntal,Bruntál,cz,Czechia
liberalove,Liberálové,0,2010,election,bruntal,Bruntál,cz,Czechia
vv,VV,5243,2010,election,bruntal,Bruntál,cz,Czechia
kons,KONS,50,2010,election,bruntal,Bruntál,cz,Czechia
kscm,KSČM,7506,2010,election,bruntal,Bruntál,cz,Czechia
kc,KČ,0,2010,election,bruntal,Bruntál,cz,Czechia
csns,ČSNS,0,2010,election,bruntal,Bruntál,cz,Czechia
cssd,ČSSD,12630,2010,election,bruntal,Bruntál,cz,Czechia
np,NP,0,2010,election,bruntal,Bruntál,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,bruntal,Bruntál,cz,Czechia
moravane,Moravané,202,2010,election,bruntal,Bruntál,cz,Czechia
stop,STOP,33,2010,election,bruntal,Bruntál,cz,Czechia
spoz,SPOZ,1755,2010,election,bruntal,Bruntál,cz,Czechia
top-09,TOP 09,3771,2010,election,bruntal,Bruntál,cz,Czechia
es,ES,0,2010,election,bruntal,Bruntál,cz,Czechia
kdu-csl,KDU-ČSL,1216,2010,election,bruntal,Bruntál,cz,Czechia
pb,PB,189,2010,election,bruntal,Bruntál,cz,Czechia
csns,ČSNS,0,2010,election,bruntal,Bruntál,cz,Czechia
zeleni,Zelení,654,2010,election,bruntal,Bruntál,cz,Czechia
suverenita,Suverenita,2056,2010,election,bruntal,Bruntál,cz,Czechia
humaniste,Humanisté,0,2010,election,bruntal,Bruntál,cz,Czechia
pirati,Piráti,349,2010,election,bruntal,Bruntál,cz,Czechia
dsss,DSSS,750,2010,election,bruntal,Bruntál,cz,Czechia
svobodni,Svobodní,174,2010,election,bruntal,Bruntál,cz,Czechia
kh,KH,0,2010,election,bruntal,Bruntál,cz,Czechia
ods,ODS,7127,2010,election,bruntal,Bruntál,cz,Czechia
non-voters,Non voters,37837,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
obcane,Občané,179,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
liberalove,Liberálové,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
vv,VV,6053,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
kons,KONS,84,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
kscm,KSČM,6394,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
kc,KČ,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
csns,ČSNS,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
cssd,ČSSD,10080,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
np,NP,39,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
spr-rsc,SPR-RSČ,266,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
moravane,Moravané,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
stop,STOP,31,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
spoz,SPOZ,2004,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
top-09,TOP 09,6512,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
es,ES,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
kdu-csl,KDU-ČSL,474,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
pb,PB,356,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
csns,ČSNS,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
zeleni,Zelení,985,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
suverenita,Suverenita,2441,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
humaniste,Humanisté,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
pirati,Piráti,614,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
dsss,DSSS,764,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
svobodni,Svobodní,312,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
kh,KH,0,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
ods,ODS,8012,2010,election,ceska-lipa,Česká Lípa,cz,Czechia
non-voters,Non voters,53049,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
obcane,Občané,421,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
liberalove,Liberálové,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
vv,VV,10944,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
kons,KONS,54,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
kscm,KSČM,10451,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
kc,KČ,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
csns,ČSNS,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
cssd,ČSSD,18077,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
np,NP,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
moravane,Moravané,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
stop,STOP,64,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
spoz,SPOZ,4131,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
top-09,TOP 09,18524,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
es,ES,52,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
kdu-csl,KDU-ČSL,3569,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
pb,PB,516,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
csns,ČSNS,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
zeleni,Zelení,2096,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
suverenita,Suverenita,3576,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
humaniste,Humanisté,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
pirati,Piráti,734,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
dsss,DSSS,1130,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
svobodni,Svobodní,1031,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
kh,KH,0,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
ods,ODS,21989,2010,election,ceske-budejovice,České Budějovice,cz,Czechia
non-voters,Non voters,19865,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
obcane,Občané,101,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
liberalove,Liberálové,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
vv,VV,3626,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
kons,KONS,19,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
kscm,KSČM,3631,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
kc,KČ,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
csns,ČSNS,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
cssd,ČSSD,5659,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
np,NP,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
moravane,Moravané,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
stop,STOP,25,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
spoz,SPOZ,1244,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
top-09,TOP 09,4941,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
es,ES,24,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
kdu-csl,KDU-ČSL,1020,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
pb,PB,174,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
csns,ČSNS,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
zeleni,Zelení,523,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
suverenita,Suverenita,1130,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
humaniste,Humanisté,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
pirati,Piráti,274,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
dsss,DSSS,454,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
svobodni,Svobodní,205,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
kh,KH,0,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
ods,ODS,5671,2010,election,cesky-krumlov,Český Krumlov,cz,Czechia
non-voters,Non voters,34249,2010,election,cheb,Cheb,cz,Czechia
obcane,Občané,172,2010,election,cheb,Cheb,cz,Czechia
liberalove,Liberálové,0,2010,election,cheb,Cheb,cz,Czechia
vv,VV,4216,2010,election,cheb,Cheb,cz,Czechia
kons,KONS,32,2010,election,cheb,Cheb,cz,Czechia
kscm,KSČM,5896,2010,election,cheb,Cheb,cz,Czechia
kc,KČ,0,2010,election,cheb,Cheb,cz,Czechia
csns,ČSNS,0,2010,election,cheb,Cheb,cz,Czechia
cssd,ČSSD,9011,2010,election,cheb,Cheb,cz,Czechia
np,NP,0,2010,election,cheb,Cheb,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,cheb,Cheb,cz,Czechia
moravane,Moravané,0,2010,election,cheb,Cheb,cz,Czechia
stop,STOP,64,2010,election,cheb,Cheb,cz,Czechia
spoz,SPOZ,1327,2010,election,cheb,Cheb,cz,Czechia
top-09,TOP 09,5437,2010,election,cheb,Cheb,cz,Czechia
es,ES,0,2010,election,cheb,Cheb,cz,Czechia
kdu-csl,KDU-ČSL,764,2010,election,cheb,Cheb,cz,Czechia
pb,PB,295,2010,election,cheb,Cheb,cz,Czechia
csns,ČSNS,0,2010,election,cheb,Cheb,cz,Czechia
zeleni,Zelení,869,2010,election,cheb,Cheb,cz,Czechia
suverenita,Suverenita,1928,2010,election,cheb,Cheb,cz,Czechia
humaniste,Humanisté,0,2010,election,cheb,Cheb,cz,Czechia
pirati,Piráti,518,2010,election,cheb,Cheb,cz,Czechia
dsss,DSSS,655,2010,election,cheb,Cheb,cz,Czechia
svobodni,Svobodní,439,2010,election,cheb,Cheb,cz,Czechia
kh,KH,0,2010,election,cheb,Cheb,cz,Czechia
ods,ODS,6725,2010,election,cheb,Cheb,cz,Czechia
non-voters,Non voters,49133,2010,election,chomutov,Chomutov,cz,Czechia
obcane,Občané,0,2010,election,chomutov,Chomutov,cz,Czechia
liberalove,Liberálové,0,2010,election,chomutov,Chomutov,cz,Czechia
vv,VV,5560,2010,election,chomutov,Chomutov,cz,Czechia
kons,KONS,32,2010,election,chomutov,Chomutov,cz,Czechia
kscm,KSČM,7268,2010,election,chomutov,Chomutov,cz,Czechia
kc,KČ,0,2010,election,chomutov,Chomutov,cz,Czechia
csns,ČSNS,0,2010,election,chomutov,Chomutov,cz,Czechia
cssd,ČSSD,14292,2010,election,chomutov,Chomutov,cz,Czechia
np,NP,0,2010,election,chomutov,Chomutov,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,chomutov,Chomutov,cz,Czechia
moravane,Moravané,0,2010,election,chomutov,Chomutov,cz,Czechia
stop,STOP,35,2010,election,chomutov,Chomutov,cz,Czechia
spoz,SPOZ,3021,2010,election,chomutov,Chomutov,cz,Czechia
top-09,TOP 09,6905,2010,election,chomutov,Chomutov,cz,Czechia
es,ES,0,2010,election,chomutov,Chomutov,cz,Czechia
kdu-csl,KDU-ČSL,436,2010,election,chomutov,Chomutov,cz,Czechia
pb,PB,386,2010,election,chomutov,Chomutov,cz,Czechia
csns,ČSNS,0,2010,election,chomutov,Chomutov,cz,Czechia
zeleni,Zelení,1434,2010,election,chomutov,Chomutov,cz,Czechia
suverenita,Suverenita,1979,2010,election,chomutov,Chomutov,cz,Czechia
humaniste,Humanisté,0,2010,election,chomutov,Chomutov,cz,Czechia
pirati,Piráti,368,2010,election,chomutov,Chomutov,cz,Czechia
dsss,DSSS,1194,2010,election,chomutov,Chomutov,cz,Czechia
svobodni,Svobodní,423,2010,election,chomutov,Chomutov,cz,Czechia
kh,KH,0,2010,election,chomutov,Chomutov,cz,Czechia
ods,ODS,7896,2010,election,chomutov,Chomutov,cz,Czechia
non-voters,Non voters,29960,2010,election,chrudim,Chrudim,cz,Czechia
obcane,Občané,101,2010,election,chrudim,Chrudim,cz,Czechia
liberalove,Liberálové,0,2010,election,chrudim,Chrudim,cz,Czechia
vv,VV,5934,2010,election,chrudim,Chrudim,cz,Czechia
kons,KONS,45,2010,election,chrudim,Chrudim,cz,Czechia
kscm,KSČM,7012,2010,election,chrudim,Chrudim,cz,Czechia
kc,KČ,0,2010,election,chrudim,Chrudim,cz,Czechia
csns,ČSNS,0,2010,election,chrudim,Chrudim,cz,Czechia
cssd,ČSSD,12492,2010,election,chrudim,Chrudim,cz,Czechia
np,NP,0,2010,election,chrudim,Chrudim,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,chrudim,Chrudim,cz,Czechia
moravane,Moravané,0,2010,election,chrudim,Chrudim,cz,Czechia
stop,STOP,49,2010,election,chrudim,Chrudim,cz,Czechia
spoz,SPOZ,3471,2010,election,chrudim,Chrudim,cz,Czechia
top-09,TOP 09,7262,2010,election,chrudim,Chrudim,cz,Czechia
es,ES,0,2010,election,chrudim,Chrudim,cz,Czechia
kdu-csl,KDU-ČSL,3316,2010,election,chrudim,Chrudim,cz,Czechia
pb,PB,243,2010,election,chrudim,Chrudim,cz,Czechia
csns,ČSNS,0,2010,election,chrudim,Chrudim,cz,Czechia
zeleni,Zelení,888,2010,election,chrudim,Chrudim,cz,Czechia
suverenita,Suverenita,2028,2010,election,chrudim,Chrudim,cz,Czechia
humaniste,Humanisté,0,2010,election,chrudim,Chrudim,cz,Czechia
pirati,Piráti,443,2010,election,chrudim,Chrudim,cz,Czechia
dsss,DSSS,629,2010,election,chrudim,Chrudim,cz,Czechia
svobodni,Svobodní,546,2010,election,chrudim,Chrudim,cz,Czechia
kh,KH,0,2010,election,chrudim,Chrudim,cz,Czechia
ods,ODS,10154,2010,election,chrudim,Chrudim,cz,Czechia
non-voters,Non voters,47040,2010,election,decin,Děčín,cz,Czechia
obcane,Občané,0,2010,election,decin,Děčín,cz,Czechia
liberalove,Liberálové,0,2010,election,decin,Děčín,cz,Czechia
vv,VV,7080,2010,election,decin,Děčín,cz,Czechia
kons,KONS,50,2010,election,decin,Děčín,cz,Czechia
kscm,KSČM,7224,2010,election,decin,Děčín,cz,Czechia
kc,KČ,0,2010,election,decin,Děčín,cz,Czechia
csns,ČSNS,0,2010,election,decin,Děčín,cz,Czechia
cssd,ČSSD,15092,2010,election,decin,Děčín,cz,Czechia
np,NP,0,2010,election,decin,Děčín,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,decin,Děčín,cz,Czechia
moravane,Moravané,0,2010,election,decin,Děčín,cz,Czechia
stop,STOP,55,2010,election,decin,Děčín,cz,Czechia
spoz,SPOZ,2821,2010,election,decin,Děčín,cz,Czechia
top-09,TOP 09,8008,2010,election,decin,Děčín,cz,Czechia
es,ES,0,2010,election,decin,Děčín,cz,Czechia
kdu-csl,KDU-ČSL,850,2010,election,decin,Děčín,cz,Czechia
pb,PB,328,2010,election,decin,Děčín,cz,Czechia
csns,ČSNS,0,2010,election,decin,Děčín,cz,Czechia
zeleni,Zelení,1179,2010,election,decin,Děčín,cz,Czechia
suverenita,Suverenita,3435,2010,election,decin,Děčín,cz,Czechia
humaniste,Humanisté,0,2010,election,decin,Děčín,cz,Czechia
pirati,Piráti,511,2010,election,decin,Děčín,cz,Czechia
dsss,DSSS,1315,2010,election,decin,Děčín,cz,Czechia
svobodni,Svobodní,673,2010,election,decin,Děčín,cz,Czechia
kh,KH,0,2010,election,decin,Děčín,cz,Czechia
ods,ODS,9997,2010,election,decin,Děčín,cz,Czechia
non-voters,Non voters,19602,2010,election,domazlice,Domažlice,cz,Czechia
obcane,Občané,58,2010,election,domazlice,Domažlice,cz,Czechia
liberalove,Liberálové,0,2010,election,domazlice,Domažlice,cz,Czechia
vv,VV,2450,2010,election,domazlice,Domažlice,cz,Czechia
kons,KONS,10,2010,election,domazlice,Domažlice,cz,Czechia
kscm,KSČM,3991,2010,election,domazlice,Domažlice,cz,Czechia
kc,KČ,77,2010,election,domazlice,Domažlice,cz,Czechia
csns,ČSNS,0,2010,election,domazlice,Domažlice,cz,Czechia
