statistics_code,statistics_name,value,date,classification,county_code,county_name,country_code,country_name
humaniste,Humanisté,0,2010,election,opava,Opava,cz,Czechia
pirati,Piráti,0.0038999025,2010,election,opava,Opava,cz,Czechia
dsss,DSSS,0.0091205167,2010,election,opava,Opava,cz,Czechia
svobodni,Svobodní,0.0027036558,2010,election,opava,Opava,cz,Czechia
kh,KH,0,2010,election,opava,Opava,cz,Czechia
ods,ODS,0.1115690193,2010,election,opava,Opava,cz,Czechia
non-voters,Non voters,0.4249651116,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
obcane,Občané,0.0017288554,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
liberalove,Liberálové,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
vv,VV,0.06508115,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
kons,KONS,0.0005933783,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
kscm,KSČM,0.0707365583,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
kc,KČ,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
csns,ČSNS,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
cssd,ČSSD,0.1620472285,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
np,NP,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
moravane,Moravané,0.0015896679,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
stop,STOP,0.000278375,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
spoz,SPOZ,0.0281708197,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
top-09,TOP 09,0.0619567566,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
es,ES,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
kdu-csl,KDU-ČSL,0.0184313567,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
pb,PB,0.0018607173,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
csns,ČSNS,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
zeleni,Zelení,0.012398677,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
suverenita,Suverenita,0.0242992092,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
humaniste,Humanisté,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
pirati,Piráti,0.004355104,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
dsss,DSSS,0.008666254,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
svobodni,Svobodní,0.0022233374,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
kh,KH,0,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
ods,ODS,0.1106174431,2010,election,ostrava-mesto,Ostrava-město,cz,Czechia
non-voters,Non voters,0.3475515666,2010,election,pardubice,Pardubice,cz,Czechia
obcane,Občané,0.0015803559,2010,election,pardubice,Pardubice,cz,Czechia
liberalove,Liberálové,0,2010,election,pardubice,Pardubice,cz,Czechia
vv,VV,0.0779443446,2010,election,pardubice,Pardubice,cz,Czechia
kons,KONS,0.0004323615,2010,election,pardubice,Pardubice,cz,Czechia
kscm,KSČM,0.0675751228,2010,election,pardubice,Pardubice,cz,Czechia
kc,KČ,0,2010,election,pardubice,Pardubice,cz,Czechia
csns,ČSNS,0,2010,election,pardubice,Pardubice,cz,Czechia
cssd,ČSSD,0.135463335,2010,election,pardubice,Pardubice,cz,Czechia
np,NP,0,2010,election,pardubice,Pardubice,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,pardubice,Pardubice,cz,Czechia
moravane,Moravané,0,2010,election,pardubice,Pardubice,cz,Czechia
stop,STOP,0.0003578164,2010,election,pardubice,Pardubice,cz,Czechia
spoz,SPOZ,0.0371085451,2010,election,pardubice,Pardubice,cz,Czechia
top-09,TOP 09,0.113576897,2010,election,pardubice,Pardubice,cz,Czechia
es,ES,0,2010,election,pardubice,Pardubice,cz,Czechia
kdu-csl,KDU-ČSL,0.0211931687,2010,election,pardubice,Pardubice,cz,Czechia
pb,PB,0.0034812556,2010,election,pardubice,Pardubice,cz,Czechia
csns,ČSNS,0,2010,election,pardubice,Pardubice,cz,Czechia
zeleni,Zelení,0.013477752,2010,election,pardubice,Pardubice,cz,Czechia
suverenita,Suverenita,0.0223784356,2010,election,pardubice,Pardubice,cz,Czechia
humaniste,Humanisté,0,2010,election,pardubice,Pardubice,cz,Czechia
pirati,Piráti,0.0062096059,2010,election,pardubice,Pardubice,cz,Czechia
dsss,DSSS,0.0066419674,2010,election,pardubice,Pardubice,cz,Czechia
svobodni,Svobodní,0.00500943,2010,election,pardubice,Pardubice,cz,Czechia
kh,KH,0,2010,election,pardubice,Pardubice,cz,Czechia
ods,ODS,0.1400180399,2010,election,pardubice,Pardubice,cz,Czechia
non-voters,Non voters,0.3433661557,2010,election,pelhrimov,Pelhřimov,cz,Czechia
obcane,Občané,0.0016918756,2010,election,pelhrimov,Pelhřimov,cz,Czechia
liberalove,Liberálové,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
vv,VV,0.0678272933,2010,election,pelhrimov,Pelhřimov,cz,Czechia
kons,KONS,0.0003045376,2010,election,pelhrimov,Pelhřimov,cz,Czechia
kscm,KSČM,0.0890264948,2010,election,pelhrimov,Pelhřimov,cz,Czechia
kc,KČ,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
csns,ČSNS,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
cssd,ČSSD,0.1532839306,2010,election,pelhrimov,Pelhřimov,cz,Czechia
np,NP,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
moravane,Moravané,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
stop,STOP,0.0003214564,2010,election,pelhrimov,Pelhřimov,cz,Czechia
spoz,SPOZ,0.0301661422,2010,election,pelhrimov,Pelhřimov,cz,Czechia
top-09,TOP 09,0.0937468277,2010,election,pelhrimov,Pelhřimov,cz,Czechia
es,ES,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
kdu-csl,KDU-ČSL,0.0391330829,2010,election,pelhrimov,Pelhřimov,cz,Czechia
pb,PB,0.0035021825,2010,election,pelhrimov,Pelhřimov,cz,Czechia
csns,ČSNS,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
zeleni,Zelení,0.0096775285,2010,election,pelhrimov,Pelhřimov,cz,Czechia
suverenita,Suverenita,0.0239400399,2010,election,pelhrimov,Pelhřimov,cz,Czechia
humaniste,Humanisté,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
pirati,Piráti,0.0059892397,2010,election,pelhrimov,Pelhřimov,cz,Czechia
dsss,DSSS,0.0052955707,2010,election,pelhrimov,Pelhřimov,cz,Czechia
svobodni,Svobodní,0.0049064393,2010,election,pelhrimov,Pelhřimov,cz,Czechia
kh,KH,0,2010,election,pelhrimov,Pelhřimov,cz,Czechia
ods,ODS,0.1278212026,2010,election,pelhrimov,Pelhřimov,cz,Czechia
non-voters,Non voters,0.3720709364,2010,election,pisek,Písek,cz,Czechia
obcane,Občané,0.0016059125,2010,election,pisek,Písek,cz,Czechia
liberalove,Liberálové,0,2010,election,pisek,Písek,cz,Czechia
vv,VV,0.0608692649,2010,election,pisek,Písek,cz,Czechia
kons,KONS,0.000276286,2010,election,pisek,Písek,cz,Czechia
kscm,KSČM,0.0838700765,2010,election,pisek,Písek,cz,Czechia
kc,KČ,0,2010,election,pisek,Písek,cz,Czechia
csns,ČSNS,0,2010,election,pisek,Písek,cz,Czechia
cssd,ČSSD,0.1324100775,2010,election,pisek,Písek,cz,Czechia
np,NP,0,2010,election,pisek,Písek,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,pisek,Písek,cz,Czechia
moravane,Moravané,0,2010,election,pisek,Písek,cz,Czechia
stop,STOP,0.0005353042,2010,election,pisek,Písek,cz,Czechia
spoz,SPOZ,0.0254873858,2010,election,pisek,Písek,cz,Czechia
top-09,TOP 09,0.1041943672,2010,election,pisek,Písek,cz,Czechia
es,ES,0.0002417503,2010,election,pisek,Písek,cz,Czechia
kdu-csl,KDU-ČSL,0.0224655074,2010,election,pisek,Písek,cz,Czechia
pb,PB,0.0035399147,2010,election,pisek,Písek,cz,Czechia
csns,ČSNS,0,2010,election,pisek,Písek,cz,Czechia
zeleni,Zelení,0.0126918893,2010,election,pisek,Písek,cz,Czechia
suverenita,Suverenita,0.0233116334,2010,election,pisek,Písek,cz,Czechia
humaniste,Humanisté,0,2010,election,pisek,Písek,cz,Czechia
pirati,Piráti,0.0045932552,2010,election,pisek,Písek,cz,Czechia
dsss,DSSS,0.0083403844,2010,election,pisek,Písek,cz,Czechia
svobodni,Svobodní,0.0072179724,2010,election,pisek,Písek,cz,Czechia
kh,KH,0,2010,election,pisek,Písek,cz,Czechia
ods,ODS,0.1362780819,2010,election,pisek,Písek,cz,Czechia
non-voters,Non voters,0.3855073054,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
obcane,Občané,0.0015894688,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
liberalove,Liberálové,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
vv,VV,0.0665335317,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
kons,KONS,0.0004686895,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
kscm,KSČM,0.088806472,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
kc,KČ,0.0016302244,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
csns,ČSNS,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
cssd,ČSSD,0.1405660954,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
np,NP,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
moravane,Moravané,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
stop,STOP,0.0004686895,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
spoz,SPOZ,0.0260428341,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
top-09,TOP 09,0.0926782548,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
es,ES,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
kdu-csl,KDU-ČSL,0.0130417949,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
pb,PB,0.0041366943,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
csns,ČSNS,0.0034642268,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
zeleni,Zelení,0.0103926803,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
suverenita,Suverenita,0.0330935545,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
humaniste,Humanisté,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
pirati,Piráti,0.0057261631,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
dsss,DSSS,0.0076212989,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
svobodni,Svobodní,0.0037902716,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
kh,KH,0,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
ods,ODS,0.11444175,2010,election,plzen-jih,Plzeň-jih,cz,Czechia
non-voters,Non voters,0.3654248837,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
obcane,Občané,0.0015081839,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
liberalove,Liberálové,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
vv,VV,0.0588663035,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
kons,KONS,0.0002895174,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
kscm,KSČM,0.0556546797,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
kc,KČ,0.0014139224,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
csns,ČSNS,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
cssd,ČSSD,0.1292796402,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
np,NP,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
moravane,Moravané,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
stop,STOP,0.0003299152,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
spoz,SPOZ,0.0266962019,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
top-09,TOP 09,0.1313466601,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
es,ES,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
kdu-csl,KDU-ČSL,0.0143277472,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
pb,PB,0.0028682426,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
csns,ČSNS,0.0007608249,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
zeleni,Zelení,0.0133043367,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
suverenita,Suverenita,0.0316516634,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
humaniste,Humanisté,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
pirati,Piráti,0.0056489567,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
dsss,DSSS,0.0060192697,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
svobodni,Svobodní,0.0043562277,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
kh,KH,0,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
ods,ODS,0.1502528228,2010,election,plzen-mesto,Plzeň-město,cz,Czechia
non-voters,Non voters,0.3904935409,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
obcane,Občané,0.0015071216,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
liberalove,Liberálové,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
vv,VV,0.0672076847,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
kons,KONS,0.0002815502,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
kscm,KSČM,0.081268632,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
kc,KČ,0.0016396158,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
csns,ČSNS,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
cssd,ČSSD,0.1333057304,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
np,NP,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
moravane,Moravané,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
stop,STOP,0.0004471679,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
spoz,SPOZ,0.0271944352,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
top-09,TOP 09,0.0986916197,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
es,ES,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
kdu-csl,KDU-ČSL,0.010765154,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
pb,PB,0.0039582643,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
csns,ČSNS,0.000662471,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
zeleni,Zelení,0.0089433587,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
suverenita,Suverenita,0.034216628,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
humaniste,Humanisté,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
pirati,Piráti,0.005680689,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
dsss,DSSS,0.0077177873,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
svobodni,Svobodní,0.0040741968,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
kh,KH,0,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
ods,ODS,0.1219443524,2010,election,plzen-sever,Plzeň-sever,cz,Czechia
non-voters,Non voters,0.4007960294,2010,election,prachatice,Prachatice,cz,Czechia
obcane,Občané,0.0018941664,2010,election,prachatice,Prachatice,cz,Czechia
liberalove,Liberálové,0,2010,election,prachatice,Prachatice,cz,Czechia
vv,VV,0.0602536744,2010,election,prachatice,Prachatice,cz,Czechia
kons,KONS,0.0004315822,2010,election,prachatice,Prachatice,cz,Czechia
kscm,KSČM,0.0821444841,2010,election,prachatice,Prachatice,cz,Czechia
kc,KČ,0,2010,election,prachatice,Prachatice,cz,Czechia
csns,ČSNS,0,2010,election,prachatice,Prachatice,cz,Czechia
cssd,ČSSD,0.1357805644,2010,election,prachatice,Prachatice,cz,Czechia
np,NP,0,2010,election,prachatice,Prachatice,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,prachatice,Prachatice,cz,Czechia
moravane,Moravané,0,2010,election,prachatice,Prachatice,cz,Czechia
stop,STOP,0.0010549788,2010,election,prachatice,Prachatice,cz,Czechia
spoz,SPOZ,0.0267580982,2010,election,prachatice,Prachatice,cz,Czechia
top-09,TOP 09,0.0903205697,2010,election,prachatice,Prachatice,cz,Czechia
es,ES,0.000455559,2010,election,prachatice,Prachatice,cz,Czechia
kdu-csl,KDU-ČSL,0.0257031194,2010,election,prachatice,Prachatice,cz,Czechia
pb,PB,0.0029011916,2010,election,prachatice,Prachatice,cz,Czechia
csns,ČSNS,0,2010,election,prachatice,Prachatice,cz,Czechia
zeleni,Zelení,0.0130673508,2010,election,prachatice,Prachatice,cz,Czechia
suverenita,Suverenita,0.0222984151,2010,election,prachatice,Prachatice,cz,Czechia
humaniste,Humanisté,0,2010,election,prachatice,Prachatice,cz,Czechia
pirati,Piráti,0.0058743137,2010,election,prachatice,Prachatice,cz,Czechia
dsss,DSSS,0.0055865922,2010,election,prachatice,Prachatice,cz,Czechia
svobodni,Svobodní,0.0052988707,2010,election,prachatice,Prachatice,cz,Czechia
kh,KH,0,2010,election,prachatice,Prachatice,cz,Czechia
ods,ODS,0.1193804397,2010,election,prachatice,Prachatice,cz,Czechia
non-voters,Non voters,0.3244772693,2010,election,praha,Praha,cz,Czechia
obcane,Občané,0.0013206721,2010,election,praha,Praha,cz,Czechia
liberalove,Liberálové,0,2010,election,praha,Praha,cz,Czechia
vv,VV,0.0696818834,2010,election,praha,Praha,cz,Czechia
kons,KONS,0.0003243384,2010,election,praha,Praha,cz,Czechia
kscm,KSČM,0.0441428827,2010,election,praha,Praha,cz,Czechia
kc,KČ,0.0008596028,2010,election,praha,Praha,cz,Czechia
csns,ČSNS,0.0003126792,2010,election,praha,Praha,cz,Czechia
cssd,ČSSD,0.1025015395,2010,election,praha,Praha,cz,Czechia
np,NP,0,2010,election,praha,Praha,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,praha,Praha,cz,Czechia
moravane,Moravané,0,2010,election,praha,Praha,cz,Czechia
stop,STOP,0.0002066862,2010,election,praha,Praha,cz,Czechia
spoz,SPOZ,0.02104066,2010,election,praha,Praha,cz,Czechia
top-09,TOP 09,0.1842581395,2010,election,praha,Praha,cz,Czechia
es,ES,0.0002077462,2010,election,praha,Praha,cz,Czechia
kdu-csl,KDU-ČSL,0.0146662441,2010,election,praha,Praha,cz,Czechia
pb,PB,0.0025660893,2010,election,praha,Praha,cz,Czechia
csns,ČSNS,0,2010,election,praha,Praha,cz,Czechia
zeleni,Zelení,0.0323575269,2010,election,praha,Praha,cz,Czechia
suverenita,Suverenita,0.0154739104,2010,election,praha,Praha,cz,Czechia
humaniste,Humanisté,0.0005850811,2010,election,praha,Praha,cz,Czechia
pirati,Piráti,0.005079182,2010,election,praha,Praha,cz,Czechia
dsss,DSSS,0.0044962208,2010,election,praha,Praha,cz,Czechia
svobodni,Svobodní,0.006793088,2010,election,praha,Praha,cz,Czechia
kh,KH,0.0011648625,2010,election,praha,Praha,cz,Czechia
ods,ODS,0.1674836956,2010,election,praha,Praha,cz,Czechia
non-voters,Non voters,0.3046044425,2010,election,praha-vychod,Praha-východ,cz,Czechia
obcane,Občané,0.0017315534,2010,election,praha-vychod,Praha-východ,cz,Czechia
liberalove,Liberálové,0.0002513545,2010,election,praha-vychod,Praha-východ,cz,Czechia
vv,VV,0.0829097544,2010,election,praha-vychod,Praha-východ,cz,Czechia
kons,KONS,0.0002420451,2010,election,praha-vychod,Praha-východ,cz,Czechia
kscm,KSČM,0.0519838388,2010,election,praha-vychod,Praha-východ,cz,Czechia
kc,KČ,0.0009216332,2010,election,praha-vychod,Praha-východ,cz,Czechia
csns,ČSNS,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
cssd,ČSSD,0.0969297511,2010,election,praha-vychod,Praha-východ,cz,Czechia
np,NP,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
spr-rsc,SPR-RSČ,0.0008657767,2010,election,praha-vychod,Praha-východ,cz,Czechia
moravane,Moravané,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
stop,STOP,0.0003444488,2010,election,praha-vychod,Praha-východ,cz,Czechia
spoz,SPOZ,0.0239903927,2010,election,praha-vychod,Praha-východ,cz,Czechia
top-09,TOP 09,0.1654936789,2010,election,praha-vychod,Praha-východ,cz,Czechia
es,ES,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
kdu-csl,KDU-ČSL,0.0110409801,2010,election,praha-vychod,Praha-východ,cz,Czechia
pb,PB,0.0030348731,2010,election,praha-vychod,Praha-východ,cz,Czechia
csns,ČSNS,0.0004096148,2010,election,praha-vychod,Praha-východ,cz,Czechia
zeleni,Zelení,0.0191681096,2010,election,praha-vychod,Praha-východ,cz,Czechia
suverenita,Suverenita,0.0226591446,2010,election,praha-vychod,Praha-východ,cz,Czechia
humaniste,Humanisté,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
pirati,Piráti,0.0047571171,2010,election,praha-vychod,Praha-východ,cz,Czechia
dsss,DSSS,0.0048129736,2010,election,praha-vychod,Praha-východ,cz,Czechia
svobodni,Svobodní,0.0070286172,2010,election,praha-vychod,Praha-východ,cz,Czechia
kh,KH,0,2010,election,praha-vychod,Praha-východ,cz,Czechia
ods,ODS,0.1968198998,2010,election,praha-vychod,Praha-východ,cz,Czechia
non-voters,Non voters,0.287928333,2010,election,praha-zapad,Praha-západ,cz,Czechia
obcane,Občané,0.0015214479,2010,election,praha-zapad,Praha-západ,cz,Czechia
liberalove,Liberálové,0.0001589572,2010,election,praha-zapad,Praha-západ,cz,Czechia
vv,VV,0.0761632264,2010,election,praha-zapad,Praha-západ,cz,Czechia
kons,KONS,0.0002838522,2010,election,praha-zapad,Praha-západ,cz,Czechia
kscm,KSČM,0.0479937325,2010,election,praha-zapad,Praha-západ,cz,Czechia
kc,KČ,0.0010786384,2010,election,praha-zapad,Praha-západ,cz,Czechia
csns,ČSNS,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
cssd,ČSSD,0.0899016736,2010,election,praha-zapad,Praha-západ,cz,Czechia
np,NP,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
spr-rsc,SPR-RSČ,0.000635829,2010,election,praha-zapad,Praha-západ,cz,Czechia
moravane,Moravané,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
stop,STOP,0.0002384359,2010,election,praha-zapad,Praha-západ,cz,Czechia
spoz,SPOZ,0.0218906828,2010,election,praha-zapad,Praha-západ,cz,Czechia
top-09,TOP 09,0.1889206803,2010,election,praha-zapad,Praha-západ,cz,Czechia
es,ES,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
kdu-csl,KDU-ČSL,0.0111383609,2010,election,praha-zapad,Praha-západ,cz,Czechia
pb,PB,0.0027022731,2010,election,praha-zapad,Praha-západ,cz,Czechia
csns,ČSNS,0.0004314554,2010,election,praha-zapad,Praha-západ,cz,Czechia
zeleni,Zelení,0.0257397189,2010,election,praha-zapad,Praha-západ,cz,Czechia
suverenita,Suverenita,0.0208233985,2010,election,praha-zapad,Praha-západ,cz,Czechia
humaniste,Humanisté,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
pirati,Piráti,0.0049617367,2010,election,praha-zapad,Praha-západ,cz,Czechia
dsss,DSSS,0.004746009,2010,election,praha-zapad,Praha-západ,cz,Czechia
svobodni,Svobodní,0.0070622431,2010,election,praha-zapad,Praha-západ,cz,Czechia
kh,KH,0,2010,election,praha-zapad,Praha-západ,cz,Czechia
ods,ODS,0.2056793151,2010,election,praha-zapad,Praha-západ,cz,Czechia
non-voters,Non voters,0.3958842444,2010,election,prerov,Přerov,cz,Czechia
obcane,Občané,0.0013137345,2010,election,prerov,Přerov,cz,Czechia
liberalove,Liberálové,0,2010,election,prerov,Přerov,cz,Czechia
vv,VV,0.0655764814,2010,election,prerov,Přerov,cz,Czechia
kons,KONS,0.0006247129,2010,election,prerov,Přerov,cz,Czechia
kscm,KSČM,0.0827836472,2010,election,prerov,Přerov,cz,Czechia
kc,KČ,0.0011851171,2010,election,prerov,Přerov,cz,Czechia
csns,ČSNS,0,2010,election,prerov,Přerov,cz,Czechia
cssd,ČSSD,0.1473771245,2010,election,prerov,Přerov,cz,Czechia
np,NP,0,2010,election,prerov,Přerov,cz,Czechia
spr-rsc,SPR-RSČ,0,2010,election,prerov,Přerov,cz,Czechia
moravane,Moravané,0.0050252641,2010,election,prerov,Přerov,cz,Czechia
stop,STOP,0.0004317869,2010,election,prerov,Přerov,cz,Czechia
spoz,SPOZ,0.0300689022,2010,election,prerov,Přerov,cz,Czechia
top-09,TOP 09,0.0720808452,2010,election,prerov,Přerov,cz,Czechia
es,ES,0,2010,election,prerov,Přerov,cz,Czechia
kdu-csl,KDU-ČSL,0.0374735875,2010,election,prerov,Přerov,cz,Czechia
pb,PB,0.0023151125,2010,election,prerov,Přerov,cz,Czechia
csns,ČSNS,0,2010,election,prerov,Přerov,cz,Czechia
zeleni,Zelení,0.0096463023,2010,election,prerov,Přerov,cz,Czechia
suverenita,Suverenita,0.0287367938,2010,election,prerov,Přerov,cz,Czechia
humaniste,Humanisté,0,2010,election,prerov,Přerov,cz,Czechia
pirati,Piráti,0.0042259991,2010,election,prerov,Přerov,cz,Czechia
dsss,DSSS,0.0080569591,2010,election,prerov,Přerov,cz,Czechia
svobodni,Svobodní,0.0026458429,2010,election,prerov,Přerov,cz,Czechia
kh,KH,0,2010,election,prerov,Přerov,cz,Czechia
ods,ODS,0.1045475425,2010,election,prerov,Přerov,cz,Czechia
non-voters,Non voters,0.3584928126,2010,election,pribram,Příbram,cz,Czechia
obcane,Občané,0.0022298233,2010,election,pribram,Příbram,cz,Czechia
liberalove,Liberálové,0.0003572047,2010,election,pribram,Příbram,cz,Czechia
vv,VV,0.0672735539,2010,election,pribram,Příbram,cz,Czechia
kons,KONS,0.000281434,2010,election,pribram,Příbram,cz,Czechia
kscm,KSČM,0.0768531347,2010,election,pribram,Příbram,cz,Czechia
kc,KČ,0.0011906824,2010,election,pribram,Příbram,cz,Czechia
csns,ČSNS,0,2010,election,pribram,Příbram,cz,Czechia
cssd,ČSSD,0.147200814,2010,election,pribram,Příbram,cz,Czechia
np,NP,0,2010,election,pribram,Příbram,cz,Czechia
spr-rsc,SPR-RSČ,0.0009200727,2010,election,pribram,Příbram,cz,Czechia
moravane,Moravané,0,2010,election,pribram,Příbram,cz,Czechia
stop,STOP,0.0004113266,2010,election,pribram,Příbram,cz,Czechia
spoz,SPOZ,0.0237703498,2010,election,pribram,Příbram,cz,Czechia
top-09,TOP 09,0.0922021129,2010,election,pribram,Příbram,cz,Czechia
es,ES,0,2010,election,pribram,Příbram,cz,Czechia
kdu-csl,KDU-ČSL,0.0234023207,2010,election,pribram,Příbram,cz,Czechia
pb,PB,0.003344735,2010,election,pribram,Příbram,cz,Czechia
csns,ČSNS,0.0003788535,2010,election,pribram,Příbram,cz,Czechia
