,Sum - Občanská demokratická strana,3292
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,168
,Sum - Strana soukromníků České republiky,203
,Sum - Křesťanská a demokratická unie - Československá strana lidová,5147
,Sum - Pravý Blok,0
,Sum - Suverenita,68
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,763
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4061
,Sum - Dělnická strana sociální spravedlnosti,300
,Sum - ANO 2011,10119
,Sum - LEV 21 - Národní socialisté,28
,Sum - Strana zelených,1179
,Sum - Komunistická strana Čech a Moravy,8911
,Sum - Koruna Česká,101
Brno-město,Sum - VOLICI,124958
,Sum - Česká strana sociálně demokratická,38751
,Sum - Strana svobodných občanů,6440
,Sum - Česká pirátská strana,5293
,Sum - TOP 09,25728
,Sum - HLAVU VZHŮRU - volební blok,477
,Sum - Občanská demokratická strana,17709
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,640
,Sum - Strana soukromníků České republiky,252
,Sum - Křesťanská a demokratická unie - Československá strana lidová,16186
,Sum - Pravý Blok,0
,Sum - Suverenita,199
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,2465
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,9861
,Sum - Dělnická strana sociální spravedlnosti,981
,Sum - ANO 2011,32173
,Sum - LEV 21 - Národní socialisté,78
,Sum - Strana zelených,9880
,Sum - Komunistická strana Čech a Moravy,19147
,Sum - Koruna Česká,290
Brno-venkov,Sum - VOLICI,60068
,Sum - Česká strana sociálně demokratická,23175
,Sum - Strana svobodných občanů,2739
,Sum - Česká pirátská strana,2544
,Sum - TOP 09,11519
,Sum - HLAVU VZHŮRU - volební blok,293
,Sum - Občanská demokratická strana,7103
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,307
,Sum - Strana soukromníků České republiky,238
,Sum - Křesťanská a demokratická unie - Československá strana lidová,11105
,Sum - Pravý Blok,0
,Sum - Suverenita,200
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,1573
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,6974
,Sum - Dělnická strana sociální spravedlnosti,752
,Sum - ANO 2011,19213
,Sum - LEV 21 - Národní socialisté,50
,Sum - Strana zelených,3082
,Sum - Komunistická strana Čech a Moravy,15257
,Sum - Koruna Česká,206
Bruntál,Sum - VOLICI,37662
,Sum - Česká strana sociálně demokratická,10878
,Sum - Strana svobodných občanů,580
,Sum - Česká pirátská strana,884
,Sum - TOP 09,2157
,Sum - HLAVU VZHŮRU - volební blok,163
,Sum - Občanská demokratická strana,1983
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,200
,Sum - Strana soukromníků České republiky,147
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1571
,Sum - Pravý Blok,0
,Sum - Suverenita,120
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,581
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4142
,Sum - Dělnická strana sociální spravedlnosti,514
,Sum - ANO 2011,7668
,Sum - LEV 21 - Národní socialisté,37
,Sum - Strana zelených,746
,Sum - Komunistická strana Čech a Moravy,9191
,Sum - Koruna Česká,74
Česká Lípa,Sum - VOLICI,40466
,Sum - Česká strana sociálně demokratická,8302
,Sum - Strana svobodných občanů,899
,Sum - Česká pirátská strana,1441
,Sum - TOP 09,4338
,Sum - HLAVU VZHŮRU - volební blok,216
,Sum - Občanská demokratická strana,2434
,Sum - Romská demokratická strana,77
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,540
,Sum - Strana soukromníků České republiky,144
,Sum - Křesťanská a demokratická unie - Československá strana lidová,908
,Sum - Pravý Blok,0
,Sum - Suverenita,172
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,527
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3626
,Sum - Dělnická strana sociální spravedlnosti,573
,Sum - ANO 2011,9052
,Sum - LEV 21 - Národní socialisté,34
,Sum - Strana zelených,1206
,Sum - Komunistická strana Čech a Moravy,8417
,Sum - Koruna Česká,0
České Budějovice,Sum - VOLICI,58157
,Sum - Česká strana sociálně demokratická,17352
,Sum - Strana svobodných občanů,2770
,Sum - Česká pirátská strana,2021
,Sum - TOP 09,13882
,Sum - HLAVU VZHŮRU - volební blok,475
,Sum - Občanská demokratická strana,7968
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,777
,Sum - Strana soukromníků České republiky,367
,Sum - Křesťanská a demokratická unie - Československá strana lidová,6537
,Sum - Pravý Blok,0
,Sum - Suverenita,232
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,867
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,6807
,Sum - Dělnická strana sociální spravedlnosti,800
,Sum - ANO 2011,16913
,Sum - LEV 21 - Národní socialisté,53
,Sum - Strana zelených,2619
,Sum - Komunistická strana Čech a Moravy,13813
,Sum - Koruna Česká,141
Český Krumlov,Sum - VOLICI,21515
,Sum - Česká strana sociálně demokratická,5346
,Sum - Strana svobodných občanů,479
,Sum - Česká pirátská strana,612
,Sum - TOP 09,3280
,Sum - HLAVU VZHŮRU - volební blok,220
,Sum - Občanská demokratická strana,2010
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,219
,Sum - Strana soukromníků České republiky,82
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1792
,Sum - Pravý Blok,0
,Sum - Suverenita,68
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,297
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,1979
,Sum - Dělnická strana sociální spravedlnosti,357
,Sum - ANO 2011,4898
,Sum - LEV 21 - Národní socialisté,21
,Sum - Strana zelených,639
,Sum - Komunistická strana Čech a Moravy,4587
,Sum - Koruna Česká,41
Cheb,Sum - VOLICI,35504
,Sum - Česká strana sociálně demokratická,7615
,Sum - Strana svobodných občanů,737
,Sum - Česká pirátská strana,1416
,Sum - TOP 09,3217
,Sum - HLAVU VZHŮRU - volební blok,157
,Sum - Občanská demokratická strana,2270
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,112
,Sum - Strana soukromníků České republiky,83
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1437
,Sum - Pravý Blok,0
,Sum - Suverenita,118
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,542
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,2910
,Sum - Dělnická strana sociální spravedlnosti,409
,Sum - ANO 2011,7652
,Sum - LEV 21 - Národní socialisté,69
,Sum - Strana zelených,922
,Sum - Komunistická strana Čech a Moravy,6915
,Sum - Koruna Česká,86
Chomutov,Sum - VOLICI,51414
,Sum - Česká strana sociálně demokratická,11278
,Sum - Strana svobodných občanů,941
,Sum - Česká pirátská strana,1039
,Sum - TOP 09,3568
,Sum - HLAVU VZHŮRU - volební blok,311
,Sum - Občanská demokratická strana,2494
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,151
,Sum - Strana soukromníků České republiky,220
,Sum - Křesťanská a demokratická unie - Československá strana lidová,901
,Sum - Pravý Blok,0
,Sum - Suverenita,190
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,788
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4446
,Sum - Dělnická strana sociální spravedlnosti,758
,Sum - ANO 2011,9905
,Sum - LEV 21 - Národní socialisté,43
,Sum - Strana zelených,1265
,Sum - Komunistická strana Čech a Moravy,10115
,Sum - Koruna Česká,102
Chrudim,Sum - VOLICI,32255
,Sum - Česká strana sociálně demokratická,10490
,Sum - Strana svobodných občanů,1155
,Sum - Česká pirátská strana,1329
,Sum - TOP 09,4539
,Sum - HLAVU VZHŮRU - volební blok,188
,Sum - Občanská demokratická strana,3449
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,70
,Sum - politické hnutí Změna,215
,Sum - Strana soukromníků České republiky,143
,Sum - Křesťanská a demokratická unie - Československá strana lidová,4035
,Sum - Pravý Blok,0
,Sum - Suverenita,204
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,1332
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3293
,Sum - Dělnická strana sociální spravedlnosti,511
,Sum - ANO 2011,11792
,Sum - LEV 21 - Národní socialisté,27
,Sum - Strana zelených,1095
,Sum - Komunistická strana Čech a Moravy,8558
,Sum - Koruna Česká,60
Děčín,Sum - VOLICI,51081
,Sum - Česká strana sociálně demokratická,11441
,Sum - Strana svobodných občanů,1174
,Sum - Česká pirátská strana,1476
,Sum - TOP 09,4399
,Sum - HLAVU VZHŮRU - volební blok,351
,Sum - Občanská demokratická strana,3276
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,691
,Sum - Strana soukromníků České republiky,143
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1396
,Sum - Pravý Blok,0
,Sum - Suverenita,255
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,748
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4404
,Sum - Dělnická strana sociální spravedlnosti,1315
,Sum - ANO 2011,12002
,Sum - LEV 21 - Národní socialisté,46
,Sum - Strana zelených,1218
,Sum - Komunistická strana Čech a Moravy,9935
,Sum - Koruna Česká,116
Domažlice,Sum - VOLICI,21739
,Sum - Česká strana sociálně demokratická,6266
,Sum - Strana svobodných občanů,416
,Sum - Česká pirátská strana,740
,Sum - TOP 09,2280
,Sum - HLAVU VZHŮRU - volební blok,165
,Sum - Občanská demokratická strana,3144
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,91
,Sum - Strana soukromníků České republiky,132
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1604
,Sum - Pravý Blok,0
,Sum - Suverenita,86
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,233
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,1647
,Sum - Dělnická strana sociální spravedlnosti,296
,Sum - ANO 2011,4396
,Sum - LEV 21 - Národní socialisté,48
,Sum - Strana zelených,463
,Sum - Komunistická strana Čech a Moravy,4656
,Sum - Koruna Česká,63
Frýdek-Místek,Sum - VOLICI,72472
,Sum - Česká strana sociálně demokratická,26238
,Sum - Strana svobodných občanů,1684
,Sum - Česká pirátská strana,2286
,Sum - TOP 09,6084
,Sum - HLAVU VZHŮRU - volební blok,361
,Sum - Občanská demokratická strana,5420
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,398
,Sum - Strana soukromníků České republiky,181
,Sum - Křesťanská a demokratická unie - Československá strana lidová,10488
,Sum - Pravý Blok,0
,Sum - Suverenita,199
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,2683
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,7728
,Sum - Dělnická strana sociální spravedlnosti,615
,Sum - ANO 2011,18386
,Sum - LEV 21 - Národní socialisté,75
,Sum - Strana zelených,2296
,Sum - Komunistická strana Čech a Moravy,15376
,Sum - Koruna Česká,185
Havlíčkův Brod,Sum - VOLICI,28864
,Sum - Česká strana sociálně demokratická,11202
,Sum - Strana svobodných občanů,868
,Sum - Česká pirátská strana,1118
,Sum - TOP 09,4372
,Sum - HLAVU VZHŮRU - volební blok,127
,Sum - Občanská demokratická strana,3998
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,163
,Sum - Strana soukromníků České republiky,163
,Sum - Křesťanská a demokratická unie - Československá strana lidová,4178
,Sum - Pravý Blok,0
,Sum - Suverenita,161
,Sum - Aktiv nezávislých občanů,50
,Sum - Strana Práv Občanů ZEMANOVCI,780
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,2853
,Sum - Dělnická strana sociální spravedlnosti,277
,Sum - ANO 2011,8352
,Sum - LEV 21 - Národní socialisté,22
,Sum - Strana zelených,1335
,Sum - Komunistická strana Čech a Moravy,8582
,Sum - Koruna Česká,0
Hodonín,Sum - VOLICI,53674
,Sum - Česká strana sociálně demokratická,17050
,Sum - Strana svobodných občanů,1463
,Sum - Česká pirátská strana,1698
,Sum - TOP 09,4924
,Sum - HLAVU VZHŮRU - volební blok,176
,Sum - Občanská demokratická strana,3998
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,295
,Sum - Strana soukromníků České republiky,161
,Sum - Křesťanská a demokratická unie - Československá strana lidová,10743
,Sum - Pravý Blok,0
,Sum - Suverenita,161
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,2531
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,5975
,Sum - Dělnická strana sociální spravedlnosti,429
,Sum - ANO 2011,12477
,Sum - LEV 21 - Národní socialisté,26
,Sum - Strana zelených,1380
,Sum - Komunistická strana Čech a Moravy,11941
,Sum - Koruna Česká,199
Hradec Králové,Sum - VOLICI,47921
,Sum - Česká strana sociálně demokratická,15186
,Sum - Strana svobodných občanů,2435
,Sum - Česká pirátská strana,1977
,Sum - TOP 09,12499
,Sum - HLAVU VZHŮRU - volební blok,290
,Sum - Občanská demokratická strana,5768
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,817
,Sum - Strana soukromníků České republiky,240
,Sum - Křesťanská a demokratická unie - Československá strana lidová,4966
,Sum - Pravý Blok,0
,Sum - Suverenita,180
,Sum - Aktiv nezávislých občanů,115
,Sum - Strana Práv Občanů ZEMANOVCI,984
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,5707
,Sum - Dělnická strana sociální spravedlnosti,566
,Sum - ANO 2011,17679
,Sum - LEV 21 - Národní socialisté,74
,Sum - Strana zelených,2469
,Sum - Komunistická strana Čech a Moravy,11722
,Sum - Koruna Česká,0
Jablonec nad Nisou,Sum - VOLICI,29856
,Sum - Česká strana sociálně demokratická,6633
,Sum - Strana svobodných občanů,1000
,Sum - Česká pirátská strana,1698
,Sum - TOP 09,6562
,Sum - HLAVU VZHŮRU - volební blok,165
,Sum - Občanská demokratická strana,3765
,Sum - Romská demokratická strana,67
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,682
,Sum - Strana soukromníků České republiky,109
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1152
,Sum - Pravý Blok,0
,Sum - Suverenita,159
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,622
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3486
,Sum - Dělnická strana sociální spravedlnosti,481
,Sum - ANO 2011,9760
,Sum - LEV 21 - Národní socialisté,27
,Sum - Strana zelených,932
,Sum - Komunistická strana Čech a Moravy,5303
,Sum - Koruna Česká,0
Jeseník,Sum - VOLICI,14992
,Sum - Česká strana sociálně demokratická,4374
,Sum - Strana svobodných občanů,334
,Sum - Česká pirátská strana,375
,Sum - TOP 09,1143
,Sum - HLAVU VZHŮRU - volební blok,57
,Sum - Občanská demokratická strana,918
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,58
,Sum - Strana soukromníků České republiky,58
,Sum - Křesťanská a demokratická unie - Československá strana lidová,932
,Sum - Pravý Blok,0
,Sum - Suverenita,60
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,271
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,1873
,Sum - Dělnická strana sociální spravedlnosti,179
,Sum - ANO 2011,3553
,Sum - LEV 21 - Národní socialisté,27
,Sum - Strana zelených,394
,Sum - Komunistická strana Čech a Moravy,3731
,Sum - Koruna Česká,38
Jičín,Sum - VOLICI,25266
,Sum - Česká strana sociálně demokratická,7422
,Sum - Strana svobodných občanů,989
,Sum - Česká pirátská strana,988
,Sum - TOP 09,5241
,Sum - HLAVU VZHŮRU - volební blok,137
,Sum - Občanská demokratická strana,2553
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,281
,Sum - Strana soukromníků České republiky,114
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1951
,Sum - Pravý Blok,0
,Sum - Suverenita,144
,Sum - Aktiv nezávislých občanů,54
,Sum - Strana Práv Občanů ZEMANOVCI,470
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3331
,Sum - Dělnická strana sociální spravedlnosti,354
,Sum - ANO 2011,8552
,Sum - LEV 21 - Národní socialisté,37
,Sum - Strana zelených,1105
,Sum - Komunistická strana Čech a Moravy,5922
,Sum - Koruna Česká,0
Jihlava,Sum - VOLICI,35139
,Sum - Česká strana sociálně demokratická,11554
,Sum - Strana svobodných občanů,1323
,Sum - Česká pirátská strana,1557
,Sum - TOP 09,5768
,Sum - HLAVU VZHŮRU - volební blok,191
,Sum - Občanská demokratická strana,4014
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,322
,Sum - Strana soukromníků České republiky,119
,Sum - Křesťanská a demokratická unie - Československá strana lidová,5470
,Sum - Pravý Blok,0
,Sum - Suverenita,207
,Sum - Aktiv nezávislých občanů,73
,Sum - Strana Práv Občanů ZEMANOVCI,964
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4661
,Sum - Dělnická strana sociální spravedlnosti,496
,Sum - ANO 2011,8166
,Sum - LEV 21 - Národní socialisté,57
,Sum - Strana zelených,2071
,Sum - Komunistická strana Čech a Moravy,8943
,Sum - Koruna Česká,0
Jindřichův Hradec,Sum - VOLICI,30912
,Sum - Česká strana sociálně demokratická,10949
,Sum - Strana svobodných občanů,805
,Sum - Česká pirátská strana,1159
,Sum - TOP 09,4749
,Sum - HLAVU VZHŮRU - volební blok,269
,Sum - Občanská demokratická strana,3515
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,236
,Sum - Strana soukromníků České republiky,170
,Sum - Křesťanská a demokratická unie - Československá strana lidová,3360
,Sum - Pravý Blok,0
,Sum - Suverenita,173
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,537
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3282
,Sum - Dělnická strana sociální spravedlnosti,306
,Sum - ANO 2011,6607
,Sum - LEV 21 - Národní socialisté,29
,Sum - Strana zelených,1040
,Sum - Komunistická strana Čech a Moravy,8113
,Sum - Koruna Česká,67
Karlovy Vary,Sum - VOLICI,42923
,Sum - Česká strana sociálně demokratická,9781
,Sum - Strana svobodných občanů,939
,Sum - Česká pirátská strana,1522
,Sum - TOP 09,6532
,Sum - HLAVU VZHŮRU - volební blok,188
,Sum - Občanská demokratická strana,3801
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,175
,Sum - Strana soukromníků České republiky,165
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1853
,Sum - Pravý Blok,0
,Sum - Suverenita,195
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,637
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4075
,Sum - Dělnická strana sociální spravedlnosti,669
,Sum - ANO 2011,11250
,Sum - LEV 21 - Národní socialisté,91
,Sum - Strana zelených,1132
,Sum - Komunistická strana Čech a Moravy,7456
,Sum - Koruna Česká,121
Karviná,Sum - VOLICI,103616
,Sum - Česká strana sociálně demokratická,35355
,Sum - Strana svobodných občanů,1404
,Sum - Česká pirátská strana,2511
,Sum - TOP 09,4522
,Sum - HLAVU VZHŮRU - volební blok,461
,Sum - Občanská demokratická strana,4624
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,379
,Sum - Strana soukromníků České republiky,130
,Sum - Křesťanská a demokratická unie - Československá strana lidová,5582
,Sum - Pravý Blok,0
,Sum - Suverenita,183
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,3179
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,7623
,Sum - Dělnická strana sociální spravedlnosti,1142
,Sum - ANO 2011,17796
,Sum - LEV 21 - Národní socialisté,129
,Sum - Strana zelených,1996
,Sum - Komunistická strana Čech a Moravy,24111
,Sum - Koruna Česká,185
Kladno,Sum - VOLICI,56369
,Sum - Česká strana sociálně demokratická,14632
,Sum - Strana svobodných občanů,2114
,Sum - Česká pirátská strana,1928
,Sum - TOP 09,8440
,Sum - HLAVU VZHŮRU - volební blok,489
,Sum - Občanská demokratická strana,5822
,Sum - Romská demokratická strana,36
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,260
,Sum - Strana soukromníků České republiky,171
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1921
,Sum - Pravý Blok,0
,Sum - Suverenita,227
,Sum - Aktiv nezávislých občanů,52
,Sum - Strana Práv Občanů ZEMANOVCI,752
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,4345
,Sum - Dělnická strana sociální spravedlnosti,800
,Sum - ANO 2011,14507
,Sum - LEV 21 - Národní socialisté,39
,Sum - Strana zelených,2433
,Sum - Komunistická strana Čech a Moravy,12935
,Sum - Koruna Česká,170
Klatovy,Sum - VOLICI,28869
,Sum - Česká strana sociálně demokratická,9030
,Sum - Strana svobodných občanů,760
,Sum - Česká pirátská strana,1403
,Sum - TOP 09,4532
,Sum - HLAVU VZHŮRU - volební blok,134
,Sum - Občanská demokratická strana,4523
,Sum - Romská demokratická strana,0
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,226
,Sum - Strana soukromníků České republiky,130
,Sum - Křesťanská a demokratická unie - Československá strana lidová,2862
,Sum - Pravý Blok,0
,Sum - Suverenita,180
,Sum - Aktiv nezávislých občanů,0
,Sum - Strana Práv Občanů ZEMANOVCI,419
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,2306
,Sum - Dělnická strana sociální spravedlnosti,413
,Sum - ANO 2011,7617
,Sum - LEV 21 - Národní socialisté,46
,Sum - Strana zelených,835
,Sum - Komunistická strana Čech a Moravy,6925
,Sum - Koruna Česká,112
Kolín,Sum - VOLICI,31516
,Sum - Česká strana sociálně demokratická,9620
,Sum - Strana svobodných občanů,1225
,Sum - Česká pirátská strana,1153
,Sum - TOP 09,5105
,Sum - HLAVU VZHŮRU - volební blok,224
,Sum - Občanská demokratická strana,3269
,Sum - Romská demokratická strana,33
,Sum - Klub angažovaných nestraníků,0
,Sum - politické hnutí Změna,173
,Sum - Strana soukromníků České republiky,121
,Sum - Křesťanská a demokratická unie - Československá strana lidová,1864
,Sum - Pravý Blok,0
,Sum - Suverenita,149
,Sum - Aktiv nezávislých občanů,32
,Sum - Strana Práv Občanů ZEMANOVCI,690
,Sum - OBČANÉ 2011,0
,Sum - Úsvit přímé demokracie Tomia Okamury,3540
,Sum - Dělnická strana sociální spravedlnosti,356
,Sum - ANO 2011,9375
,Sum - LEV 21 - Národní socialisté,50
,Sum - Strana zelených,1318
,Sum - Komunistická strana Čech a Moravy,7652
,Sum - Koruna Česká,122
Kroměříž,Sum - VOLICI,34333
,Sum - Česká strana sociálně demokratická,11490
