,Sum - Občanská demokratická strana,19466
Bruntál,Sum - VOLICI,35574
,Sum - OBČANÉ.CZ,211
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5243
,Sum - Konzervativní strana,50
,Sum - Komunistická str.Čech a Moravy,7506
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,12630
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,202
,Sum - STOP,33
,Sum - Strana Práv Občanů ZEMANOVCI,1755
,Sum - TOP 09,3771
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,1216
,Sum - Volte Pr.Blok www.cibulka.net,189
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,654
,Sum - Suverenita-blok J.Bobošíkové,2056
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,349
,Sum - Dělnic.str.sociální spravedl.,750
,Sum - Strana svobodných občanů,174
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,7127
Česká Lípa,Sum - VOLICI,37837
,Sum - OBČANÉ.CZ,179
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,6053
,Sum - Konzervativní strana,84
,Sum - Komunistická str.Čech a Moravy,6394
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,10080
,Sum - NÁRODNÍ PROSPERITA,39
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,266
,Sum - Moravané,0
,Sum - STOP,31
,Sum - Strana Práv Občanů ZEMANOVCI,2004
,Sum - TOP 09,6512
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,474
,Sum - Volte Pr.Blok www.cibulka.net,356
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,985
,Sum - Suverenita-blok J.Bobošíkové,2441
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,614
,Sum - Dělnic.str.sociální spravedl.,764
,Sum - Strana svobodných občanů,312
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,8012
České Budějovice,Sum - VOLICI,53049
,Sum - OBČANÉ.CZ,421
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,10944
,Sum - Konzervativní strana,54
,Sum - Komunistická str.Čech a Moravy,10451
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,18077
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,64
,Sum - Strana Práv Občanů ZEMANOVCI,4131
,Sum - TOP 09,18524
,Sum - EVROPSKÝ STŘED,52
,Sum - Křesť.demokr.unie-Čs.str.lid.,3569
,Sum - Volte Pr.Blok www.cibulka.net,516
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,2096
,Sum - Suverenita-blok J.Bobošíkové,3576
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,734
,Sum - Dělnic.str.sociální spravedl.,1130
,Sum - Strana svobodných občanů,1031
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,21989
Český Krumlov,Sum - VOLICI,19865
,Sum - OBČANÉ.CZ,101
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,3626
,Sum - Konzervativní strana,19
,Sum - Komunistická str.Čech a Moravy,3631
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,5659
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,25
,Sum - Strana Práv Občanů ZEMANOVCI,1244
,Sum - TOP 09,4941
,Sum - EVROPSKÝ STŘED,24
,Sum - Křesť.demokr.unie-Čs.str.lid.,1020
,Sum - Volte Pr.Blok www.cibulka.net,174
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,523
,Sum - Suverenita-blok J.Bobošíkové,1130
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,274
,Sum - Dělnic.str.sociální spravedl.,454
,Sum - Strana svobodných občanů,205
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,5671
Cheb,Sum - VOLICI,34249
,Sum - OBČANÉ.CZ,172
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,4216
,Sum - Konzervativní strana,32
,Sum - Komunistická str.Čech a Moravy,5896
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,9011
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,64
,Sum - Strana Práv Občanů ZEMANOVCI,1327
,Sum - TOP 09,5437
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,764
,Sum - Volte Pr.Blok www.cibulka.net,295
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,869
,Sum - Suverenita-blok J.Bobošíkové,1928
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,518
,Sum - Dělnic.str.sociální spravedl.,655
,Sum - Strana svobodných občanů,439
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,6725
Chomutov,Sum - VOLICI,49133
,Sum - OBČANÉ.CZ,0
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5560
,Sum - Konzervativní strana,32
,Sum - Komunistická str.Čech a Moravy,7268
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,14292
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,35
,Sum - Strana Práv Občanů ZEMANOVCI,3021
,Sum - TOP 09,6905
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,436
,Sum - Volte Pr.Blok www.cibulka.net,386
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1434
,Sum - Suverenita-blok J.Bobošíkové,1979
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,368
,Sum - Dělnic.str.sociální spravedl.,1194
,Sum - Strana svobodných občanů,423
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,7896
Chrudim,Sum - VOLICI,29960
,Sum - OBČANÉ.CZ,101
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5934
,Sum - Konzervativní strana,45
,Sum - Komunistická str.Čech a Moravy,7012
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,12492
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,49
,Sum - Strana Práv Občanů ZEMANOVCI,3471
,Sum - TOP 09,7262
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,3316
,Sum - Volte Pr.Blok www.cibulka.net,243
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,888
,Sum - Suverenita-blok J.Bobošíkové,2028
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,443
,Sum - Dělnic.str.sociální spravedl.,629
,Sum - Strana svobodných občanů,546
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,10154
Děčín,Sum - VOLICI,47040
,Sum - OBČANÉ.CZ,0
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,7080
,Sum - Konzervativní strana,50
,Sum - Komunistická str.Čech a Moravy,7224
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,15092
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,55
,Sum - Strana Práv Občanů ZEMANOVCI,2821
,Sum - TOP 09,8008
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,850
,Sum - Volte Pr.Blok www.cibulka.net,328
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1179
,Sum - Suverenita-blok J.Bobošíkové,3435
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,511
,Sum - Dělnic.str.sociální spravedl.,1315
,Sum - Strana svobodných občanů,673
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,9997
Domažlice,Sum - VOLICI,19602
,Sum - OBČANÉ.CZ,58
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,2450
,Sum - Konzervativní strana,10
,Sum - Komunistická str.Čech a Moravy,3991
,Sum - Koruna Česká (monarch.strana),77
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,7066
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,30
,Sum - Strana Práv Občanů ZEMANOVCI,1118
,Sum - TOP 09,3711
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,980
,Sum - Volte Pr.Blok www.cibulka.net,141
,Sum - Česká str.národ.socialistická,42
,Sum - Strana zelených,356
,Sum - Suverenita-blok J.Bobošíkové,1610
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,264
,Sum - Dělnic.str.sociální spravedl.,308
,Sum - Strana svobodných občanů,113
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,6156
Frýdek-Místek,Sum - VOLICI,68069
,Sum - OBČANÉ.CZ,264
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,12509
,Sum - Konzervativní strana,509
,Sum - Komunistická str.Čech a Moravy,11109
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,30159
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,275
,Sum - STOP,71
,Sum - Strana Práv Občanů ZEMANOVCI,4587
,Sum - TOP 09,11129
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,7251
,Sum - Volte Pr.Blok www.cibulka.net,417
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1815
,Sum - Suverenita-blok J.Bobošíkové,3181
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,713
,Sum - Dělnic.str.sociální spravedl.,807
,Sum - Strana svobodných občanů,421
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,18081
Havlíčkův Brod,Sum - VOLICI,26554
,Sum - OBČANÉ.CZ,106
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,4773
,Sum - Konzervativní strana,22
,Sum - Komunistická str.Čech a Moravy,7308
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,12410
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,38
,Sum - Strana Práv Občanů ZEMANOVCI,2427
,Sum - TOP 09,6889
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,3006
,Sum - Volte Pr.Blok www.cibulka.net,258
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1065
,Sum - Suverenita-blok J.Bobošíkové,1747
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,474
,Sum - Dělnic.str.sociální spravedl.,451
,Sum - Strana svobodných občanů,452
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,9526
Hodonín,Sum - VOLICI,51058
,Sum - OBČANÉ.CZ,183
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,7439
,Sum - Konzervativní strana,67
,Sum - Komunistická str.Čech a Moravy,10772
,Sum - Koruna Česká (monarch.strana),150
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,19246
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,838
,Sum - STOP,43
,Sum - Strana Práv Občanů ZEMANOVCI,3065
,Sum - TOP 09,9107
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,9376
,Sum - Volte Pr.Blok www.cibulka.net,325
,Sum - Česká str.národ.socialistická,50
,Sum - Strana zelených,1362
,Sum - Suverenita-blok J.Bobošíkové,1860
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,554
,Sum - Dělnic.str.sociální spravedl.,636
,Sum - Strana svobodných občanů,333
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,12719
Hradec Králové,Sum - VOLICI,42782
,Sum - OBČANÉ.CZ,186
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,9461
,Sum - Konzervativní strana,54
,Sum - Komunistická str.Čech a Moravy,9494
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,17599
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,36
,Sum - Strana Práv Občanů ZEMANOVCI,3563
,Sum - TOP 09,20060
,Sum - EVROPSKÝ STŘED,43
,Sum - Křesť.demokr.unie-Čs.str.lid.,2534
,Sum - Volte Pr.Blok www.cibulka.net,385
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,2145
,Sum - Suverenita-blok J.Bobošíkové,3409
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,611
,Sum - Dělnic.str.sociální spravedl.,768
,Sum - Strana svobodných občanů,881
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,17452
Jablonec nad Nisou,Sum - VOLICI,27118
,Sum - OBČANÉ.CZ,158
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5606
,Sum - Konzervativní strana,42
,Sum - Komunistická str.Čech a Moravy,4076
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,7792
,Sum - NÁRODNÍ PROSPERITA,42
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,156
,Sum - Moravané,0
,Sum - STOP,15
,Sum - Strana Práv Občanů ZEMANOVCI,1640
,Sum - TOP 09,9646
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,568
,Sum - Volte Pr.Blok www.cibulka.net,283
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,959
,Sum - Suverenita-blok J.Bobošíkové,1834
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,620
,Sum - Dělnic.str.sociální spravedl.,615
,Sum - Strana svobodných občanů,296
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,10572
Jeseník,Sum - VOLICI,14135
,Sum - OBČANÉ.CZ,56
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,2289
,Sum - Konzervativní strana,29
,Sum - Komunistická str.Čech a Moravy,2961
,Sum - Koruna Česká (monarch.strana),49
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,5054
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,125
,Sum - STOP,10
,Sum - Strana Práv Občanů ZEMANOVCI,939
,Sum - TOP 09,2894
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,676
,Sum - Volte Pr.Blok www.cibulka.net,113
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,437
,Sum - Suverenita-blok J.Bobošíkové,577
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,190
,Sum - Dělnic.str.sociální spravedl.,308
,Sum - Strana svobodných občanů,158
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,2734
Jičín,Sum - VOLICI,23654
,Sum - OBČANÉ.CZ,85
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5353
,Sum - Konzervativní strana,36
,Sum - Komunistická str.Čech a Moravy,4643
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,8516
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,21
,Sum - Strana Práv Občanů ZEMANOVCI,1398
,Sum - TOP 09,8399
,Sum - EVROPSKÝ STŘED,17
,Sum - Křesť.demokr.unie-Čs.str.lid.,1267
,Sum - Volte Pr.Blok www.cibulka.net,249
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,968
,Sum - Suverenita-blok J.Bobošíkové,1739
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,259
,Sum - Dělnic.str.sociální spravedl.,425
,Sum - Strana svobodných občanů,318
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,7757
Jihlava,Sum - VOLICI,32312
,Sum - OBČANÉ.CZ,118
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,6059
,Sum - Konzervativní strana,53
,Sum - Komunistická str.Čech a Moravy,7417
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,12172
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,35
,Sum - Strana Práv Občanů ZEMANOVCI,3588
,Sum - TOP 09,9523
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,3497
,Sum - Volte Pr.Blok www.cibulka.net,265
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1280
,Sum - Suverenita-blok J.Bobošíkové,1590
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,522
,Sum - Dělnic.str.sociální spravedl.,558
,Sum - Strana svobodných občanů,717
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,10412
Jindřichův Hradec,Sum - VOLICI,28910
,Sum - OBČANÉ.CZ,180
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,5108
,Sum - Konzervativní strana,26
,Sum - Komunistická str.Čech a Moravy,6795
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,11288
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,61
,Sum - Strana Práv Občanů ZEMANOVCI,1851
,Sum - TOP 09,6696
,Sum - EVROPSKÝ STŘED,18
,Sum - Křesť.demokr.unie-Čs.str.lid.,1869
,Sum - Volte Pr.Blok www.cibulka.net,271
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,886
,Sum - Suverenita-blok J.Bobošíkové,1892
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,456
,Sum - Dělnic.str.sociální spravedl.,390
,Sum - Strana svobodných občanů,413
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,9480
Karlovy Vary,Sum - VOLICI,41444
,Sum - OBČANÉ.CZ,562
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,6350
,Sum - Konzervativní strana,71
,Sum - Komunistická str.Čech a Moravy,5911
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,11427
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,0
,Sum - STOP,55
,Sum - Strana Práv Občanů ZEMANOVCI,1994
,Sum - TOP 09,10440
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,926
,Sum - Volte Pr.Blok www.cibulka.net,370
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1150
,Sum - Suverenita-blok J.Bobošíkové,2524
,Sum - Humanistická strana,0
,Sum - Česká pirátská strana,508
,Sum - Dělnic.str.sociální spravedl.,930
,Sum - Strana svobodných občanů,426
,Sum - Klíčové hnutí,0
,Sum - Občanská demokratická strana,10265
Karviná,Sum - VOLICI,103226
,Sum - OBČANÉ.CZ,275
,Sum - Liberálové.CZ,0
,Sum - Věci veřejné,12172
,Sum - Konzervativní strana,304
,Sum - Komunistická str.Čech a Moravy,17559
,Sum - Koruna Česká (monarch.strana),0
,Sum - Česká strana národně sociální,0
,Sum - Česká str.sociálně demokrat.,42463
,Sum - NÁRODNÍ PROSPERITA,0
,Sum - Sdruž.pro rep.-Republ.str.Čsl.,0
,Sum - Moravané,260
,Sum - STOP,48
,Sum - Strana Práv Občanů ZEMANOVCI,5721
,Sum - TOP 09,8686
,Sum - EVROPSKÝ STŘED,0
,Sum - Křesť.demokr.unie-Čs.str.lid.,3687
,Sum - Volte Pr.Blok www.cibulka.net,378
,Sum - Česká str.národ.socialistická,0
,Sum - Strana zelených,1836
,Sum - Suverenita-blok J.Bobošíkové,4851
